locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD05_00032	CDS	1482	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WD05_00033	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD05_00034	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WD05_00035	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WD05_00036	tRNA	73				tRNA-Met(cat)
P002_WD05_00037	CDS	231				hypothetical protein
P002_WD05_00038	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD05_00039	CDS	771	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD05_00040	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD05_00041	CDS	120				hypothetical protein
P002_WD05_00042	tRNA	74				tRNA-Phe(gaa)
P002_WD05_00043	tRNA	75				tRNA-Thr(tgt)
P002_WD05_00044	CDS	606	rps4			ribosomal protein S4
P002_WD05_00045	tRNA	87				tRNA-Ser(gga)
P002_WD05_00046	CDS	168				hypothetical protein
P002_WD05_00047	CDS	198				hypothetical protein
P002_WD05_00048	CDS	411				hypothetical protein
P002_WD05_00049	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WD05_00050	CDS	99				hypothetical protein
P002_WD05_00051	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD05_00052	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD05_00053	CDS	303	rps14			ribosomal protein S14
P002_WD05_00054	tRNA	75				tRNA-Met(cat)
P002_WD05_00055	tRNA	72				tRNA-Gly(gcc)
P002_WD05_00056	CDS	189	psbZ			photosystem II protein Z
P002_WD05_00057	tRNA	93				tRNA-Ser(tga)
P002_WD05_00058	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WD05_00059	CDS	1062	psbD			photosystem II protein D2
P002_WD05_00060	tRNA	74				tRNA-Thr(ggt)
P002_WD05_00061	tRNA	73				tRNA-Glu(ttc)
P002_WD05_00062	tRNA	87				tRNA-Tyr(gta)
P002_WD05_00063	tRNA	77				tRNA-Asp(gtc)
P002_WD05_00064	CDS	141				hypothetical protein
P002_WD05_00065	CDS	270	petN			Cytochrome b6-f complex subunit 8
P002_WD05_00066	tRNA	71				tRNA-Cys(gca)
P002_WD05_00067	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WD05_00068	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P002_WD05_00069	CDS	1572	rpoC1_2			RNA polymerase beta' subunit
P002_WD05_00070	CDS	4152	rpoC2			RNA polymerase beta'' subunit
P002_WD05_00071	CDS	840	rps2			ribosomal protein S2
P002_WD05_00072	CDS	750	atpI			ATP synthase CF0 subunit IV
P002_WD05_00073	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WD05_00074	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WD05_00075	CDS	375	atpF_2			ATP synthase CF0 subunit I
P002_WD05_00076	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WD05_00077	tRNA	72				tRNA-Arg(tct)
P002_WD05_00078	tRNA	88				tRNA-Ser(gct)
P002_WD05_00079	CDS	177	psbI			Photosystem II reaction center protein I
P002_WD05_00080	CDS	195	psbK			photosystem II protein K
P002_WD05_00081	tRNA	72				tRNA-Gln(ttg)
P002_WD05_00082	CDS	144	rps16			ribosomal protein S16
P002_WD05_00083	CDS	120				hypothetical protein
P002_WD05_00084	CDS	1539	matK			maturase K
P002_WD05_00085	CDS	951	psbA			photosystem II protein D1
P002_WD05_00086	tRNA	75				tRNA-His(gtg)
P002_WD05_00087	tRNA	80				tRNA-Leu(tag)
P002_WD05_00088	CDS	969	ccsA			cytochrome c heme attachment protein
P002_WD05_00089	CDS	681	ndhD_1	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
P002_WD05_00090	CDS	237	ndhD_2			NADH-plastoquinone oxidoreductase subunit 4
P002_WD05_00091	CDS	321	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD05_00092	CDS	429	rpl2_1			ribosomal protein L2
P002_WD05_00093	CDS	117				hypothetical protein
P002_WD05_00094	CDS	402	rpl2_2			ribosomal protein L2
P002_WD05_00095	CDS	282	rpl23			ribosomal protein L23
P002_WD05_00096	tRNA	75				tRNA-Met(cat)
P002_WD05_00097	CDS	6822				hypothetical protein
P002_WD05_00098	CDS	243				hypothetical protein
P002_WD05_00099	tRNA	83				tRNA-Leu(caa)
P002_WD05_00100	CDS	159				hypothetical protein
P002_WD05_00101	CDS	789	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WD05_00102	CDS	909	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WD05_00103	CDS	468	rps7			ribosomal protein S7
P002_WD05_00104	CDS	282				hypothetical protein
P002_WD05_00105	tRNA	72				tRNA-Val(gac)
P002_WD05_00106	rRNA	1487				16S ribosomal RNA
P002_WD05_00107	CDS	252				hypothetical protein
P002_WD05_00108	CDS	189				hypothetical protein
P002_WD05_00109	CDS	105				hypothetical protein
P002_WD05_00110	CDS	183				hypothetical protein
P002_WD05_00111	rRNA	3012				23S ribosomal RNA
P002_WD05_00112	tRNA	75				tRNA-Arg(acg)
P002_WD05_00113	CDS	138				hypothetical protein
P002_WD05_00114	tRNA	74				tRNA-Asn(gtt)
P002_WD05_00115	CDS	5568				hypothetical protein
P002_WD05_00116	CDS	246	rps15			ribosomal protein S15
P002_WD05_00117	CDS	1065	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WD05_00118	CDS	348	ndhA	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic
P002_WD05_00119	CDS	237				hypothetical protein
P002_WD05_00120	rRNA	2768				23S ribosomal RNA
