locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG11_00048	tRNA	86				tRNA-Tyr(gta)
P001_WG11_00049	tRNA	75				tRNA-Glu(ttc)
P001_WG11_00050	tRNA	74				tRNA-Thr(ggt)
P001_WG11_00051	CDS	1062	psbD			photosystem II protein D2
P001_WG11_00052	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WG11_00053	tRNA	90				tRNA-Ser(tga)
P001_WG11_00054	CDS	189	psbZ			photosystem II protein Z
P001_WG11_00055	tRNA	72				tRNA-Gly(gcc)
P001_WG11_00056	tRNA	75				tRNA-Met(cat)
P001_WG11_00057	CDS	303	rps14			ribosomal protein S14
P001_WG11_00058	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG11_00059	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG11_00060	CDS	252	ycf3_1			Photosystem I assembly protein Ycf3
P001_WG11_00061	CDS	249	ycf3_2			hypothetical chloroplast RF34
P001_WG11_00062	CDS	144				hypothetical protein
P001_WG11_00063	CDS	135	ycf3_3			hypothetical chloroplast RF34
P001_WG11_00064	tRNA	87				tRNA-Ser(gga)
P001_WG11_00065	CDS	606	rps4			ribosomal protein S4
P001_WG11_00066	tRNA	75				tRNA-Thr(tgt)
P001_WG11_00067	tRNA	74				tRNA-Phe(gaa)
P001_WG11_00068	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG11_00069	CDS	762	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG11_00070	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG11_00071	CDS	240				hypothetical protein
P001_WG11_00072	tRNA	73				tRNA-Met(cat)
P001_WG11_00073	CDS	408	atpE			ATP synthase CF1 epsilon subunit
P001_WG11_00074	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WG11_00075	CDS	1464	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WG11_00076	CDS	1449	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WG11_00077	CDS	105	psaI			photosystem I subunit VIII
P001_WG11_00078	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WG11_00079	CDS	672	cemA			envelope membrane protein
P001_WG11_00080	CDS	963	petA			cytochrome f
P001_WG11_00081	CDS	123	psbJ			photosystem II protein J
P001_WG11_00082	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WG11_00083	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WG11_00084	tRNA	74				tRNA-Trp(cca)
P001_WG11_00085	tRNA	76				tRNA-Pro(tgg)
P001_WG11_00086	CDS	129	psaJ			photosystem I subunit IX
P001_WG11_00087	CDS	306	rps18			ribosomal protein S18
P001_WG11_00088	CDS	354	rpl20			ribosomal protein L20
P001_WG11_00089	CDS	246	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG11_00090	CDS	252				hypothetical protein
P001_WG11_00091	CDS	390	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WG11_00092	CDS	174	rpl32			ribosomal protein L32
P001_WG11_00093	CDS	222				hypothetical protein
P001_WG11_00094	tRNA	80				tRNA-Leu(tag)
P001_WG11_00095	CDS	966	ccsA			cytochrome c heme attachment protein
P001_WG11_00096	CDS	1548	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WG11_00097	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WG11_00098	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WG11_00099	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WG11_00100	CDS	462	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WG11_00101	CDS	99				hypothetical protein
P001_WG11_00102	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WG11_00103	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG11_00104	CDS	273	rps15			ribosomal protein S15
P001_WG11_00105	CDS	4239				hypothetical protein
P001_WG11_00106	CDS	1062	psbA			photosystem II protein D1
P001_WG11_00107	CDS	1545	matK			maturase K
P001_WG11_00108	tRNA	74				tRNA-Gln(ttg)
P001_WG11_00109	CDS	192	psbK			photosystem II protein K
P001_WG11_00110	tRNA	91				tRNA-Ser(gct)
P001_WG11_00111	tRNA	72				tRNA-Arg(tct)
P001_WG11_00112	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WG11_00113	CDS	375	atpF			ATP synthase CF0 subunit I
P001_WG11_00114	CDS	210				hypothetical protein
P001_WG11_00115	CDS	2190	ndhF			NADH-plastoquinone oxidoreductase subunit 5
