P001_WA03_00004 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG10_00051 	Asteraceae;Taraxacum; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WH03_00033 	Cyperaceae;Eriophorum; 	Cyperaceae;Scirpus	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WH07_00054 	Asteraceae;Scorzonera; 	Asteraceae;Ixeris	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WH12_00128 	Asteraceae;Hieracium; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P002_WB10_00098 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Pseudostellaria	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Minuartia; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WC11_00050 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Gymnocarpos	Onagraceae;Epilobium; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Caryophyllaceae;Cerastium;
P002_WC12_00158 	Cyperaceae;Eriophorum; 	Cyperaceae;Scirpus	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P002_WE01_00029 	Asteraceae;Centaurea; 	Asteraceae;Carthamus	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P002_WE09_00013 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Cyperaceae;Carex;
P002_WF12_00052 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG06_00120 	Juncaceae;Juncus; 	Juncaceae;Juncus	Cyperaceae;Carex; 	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum;
P002_WG07_00023 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG12_00092 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Andromeda; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum;
P003_WA07_00134 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WB03_00017 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Cyperaceae;Eriophorum;
P003_WB05_00041 	Saxifragaceae;Saxifraga; 	Ranunculaceae;Trollius	Saxifragaceae;Saxifraga; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Caryophyllaceae;Minuartia;
P003_WB05_00072 	Saxifragaceae;Saxifraga; 	Ranunculaceae;Trollius	Saxifragaceae;Saxifraga; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Caryophyllaceae;Minuartia;
P003_WB08_00106 	Asteraceae;Antennaria; 	Asteraceae;Anaphalis	Poaceae;Festuca; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P003_WB08_00199 	Asteraceae;Antennaria; 	Cyperaceae;Scirpus	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P003_WB09_00033 	Cyperaceae;Eriophorum; 	Cyperaceae;Scirpus	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P003_WC04_00026 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WC07_00019 	Juncaceae;Luzula; 	Juncaceae;Luzula	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WC07_00131 	Juncaceae;Luzula; 	Brassicaceae;Morettia	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Onagraceae;Epilobium; 	Cyperaceae;Carex;
P003_WC09_00089 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WC12_00140 	Juncaceae;Luzula; 	Asteraceae;Pityopsis	Asteraceae;Solidago; 	Asteraceae;Aster; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P003_WC12_00200 	Juncaceae;Luzula; 	Juncaceae;Luzula	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WE02_00226 	Poaceae;Festuca; 	Asteraceae;Anaphalis	Poaceae;Festuca; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P003_WE03_00080 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Juncaceae;Luzula;
P003_WE06_00012 	Lycopodiaceae;Diphasiastrum; 	Lycopodiaceae;Diphasiastrum	Cupressaceae;Juniperus; 	Juncaceae;Luzula; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P003_WE07_00098 	Cyperaceae;Eriophorum; 	Cyperaceae;Scirpus	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P003_WF01_00220 	Onagraceae;Epilobium; 	Onagraceae;Epilobium	Caryophyllaceae;Minuartia; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Caryophyllaceae;Cerastium;
P003_WF01_00413 	Onagraceae;Epilobium; 	Orobanchaceae;Pedicularis	Asteraceae;Scorzonera; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Taraxacum;
P003_WF03_00017 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WF06_00053 	Asteraceae;Solidago; 	Asteraceae;Pityopsis	Asteraceae;Solidago; 	Asteraceae;Aster; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P003_WG02_00051 	Cyperaceae;Carex; 	Rosaceae;Rhaphiolepis	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Asteraceae;Antennaria; 	Poaceae;Festuca;
P003_WG02_00084 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WG11_00170 	Asteraceae;Cirsium; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH02_00046 	Orobanchaceae;Bartsia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH11_00124 	Asteraceae;Aster; 	Asteraceae;Pityopsis	Asteraceae;Solidago; 	Asteraceae;Aster; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P003_WH12_00087 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P004_WF01_00085 	Cupressaceae;Juniperus; 	Cupressaceae;Calocedrus	Juncaceae;Luzula; 	Lycopodiaceae;Diphasiastrum; 	Cyperaceae;Eriophorum; 	Onagraceae;Epilobium;
P8807_501_00036 	Ericaceae;Andromeda; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum;
P8807_505_00040 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_508_00056 	Asteraceae;Hieracium; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P8807_512_00088 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_517_00071 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Andromeda; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum;
P8807_518_00042 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_520_00037 	Juncaceae;Juncus; 	Saururaceae;Gymnotheca	Saxifragaceae;Saxifraga; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P8807_526_00074 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Cyperaceae;Eriophorum;
P8807_527_00030 	Fabaceae;Astragalus; 	Fabaceae;Astragalus	Betulaceae;Betula; 	Betulaceae;Betula; 	Saxifragaceae;Saxifraga; 	Cyperaceae;Carex;
P8807_528_00019 	Diapensiaceae;Diapensia; 	Diapensiaceae;Diapensia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P8807_530_00022 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WA04_00069 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum;
WA08_00131 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Pyrola;
WA09_00046 	Ericaceae;Empetrum; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Pyrola;
WA10_00007 	Juncaceae;Luzula; 	Cupressaceae;Calocedrus	Juncaceae;Luzula; 	Lycopodiaceae;Diphasiastrum; 	Cyperaceae;Eriophorum; 	Onagraceae;Epilobium;
WA11_00112 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WB04_00043 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Juncaceae;Luzula;
WB05_00036 	Asteraceae;Petasites; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
WB06_00113 	Poaceae;Poa; 	Poaceae;Holcus	Cyperaceae;Carex; 	Caryophyllaceae;Cerastium; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
WB11_00016 	Asteraceae;Hieracium; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
WB12_00099 	Asteraceae;Taraxacum; 	Theaceae;Camellia	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
WC01_00079 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
