locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG04_00037	CDS	2235	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WG04_00038	CDS	591	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG04_00039	CDS	1530	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG04_00040	CDS	114	psaI			photosystem I subunit VIII
P002_WG04_00041	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WG04_00042	CDS	738	cemA			envelope membrane protein
P002_WG04_00043	CDS	963	petA			cytochrome f
P002_WG04_00044	CDS	201				hypothetical protein
P002_WG04_00045	CDS	144	psbJ			photosystem II protein J
P002_WG04_00046	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WG04_00047	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG04_00048	tRNA	74				tRNA-Trp(cca)
P002_WG04_00049	tRNA	76				tRNA-Pro(tgg)
P002_WG04_00050	CDS	129	psaJ			photosystem I subunit IX
P002_WG04_00051	CDS	201	rpl33			ribosomal protein L33
P002_WG04_00052	CDS	306	rps18			ribosomal protein S18
P002_WG04_00053	CDS	354	rpl20			ribosomal protein L20
P002_WG04_00054	CDS	198				hypothetical protein
P002_WG04_00055	CDS	222	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WG04_00056	CDS	282	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG04_00057	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WG04_00058	CDS	222	psbH			photosystem II phosphoprotein
P002_WG04_00059	CDS	489	petB			cytochrome b6
P002_WG04_00060	CDS	225				hypothetical protein
P002_WG04_00061	CDS	459	petD			cytochrome b6/f complex subunit IV
P002_WG04_00062	CDS	1002	rpoA			RNA polymerase alpha subunit
P002_WG04_00063	CDS	417	rps11			ribosomal protein S11
P002_WG04_00064	CDS	405	rps8			ribosomal protein S8
P002_WG04_00065	CDS	369	rpl14			ribosomal protein L14
P002_WG04_00066	CDS	249	rpl16			ribosomal protein L16
P002_WG04_00067	CDS	657	rps3			ribosomal protein S3
P002_WG04_00068	CDS	420	rpl22			ribosomal protein L22
P002_WG04_00069	CDS	279	rps19			ribosomal protein S19
P002_WG04_00070	CDS	1479	atpB			ATP synthase CF1 beta subunit
P002_WG04_00071	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WG04_00072	tRNA	73				tRNA-Met(cat)
P002_WG04_00073	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG04_00074	CDS	681	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG04_00075	CDS	573	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG04_00076	tRNA	74				tRNA-Phe(gaa)
P002_WG04_00077	tRNA	75				tRNA-Thr(tgt)
P002_WG04_00078	CDS	606	rps4			ribosomal protein S4
P002_WG04_00079	tRNA	87				tRNA-Ser(gga)
P002_WG04_00080	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WG04_00081	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WG04_00082	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WG04_00083	CDS	303	rps14			ribosomal protein S14
P002_WG04_00084	tRNA	75				tRNA-Met(cat)
P002_WG04_00085	tRNA	72				tRNA-Gly(gcc)
P002_WG04_00086	CDS	189	psbZ			photosystem II protein Z
P002_WG04_00087	tRNA	95				tRNA-Ser(tga)
P002_WG04_00088	CDS	1386	psbC_2			photosystem II CP43 chlorophyll apoprotein
P002_WG04_00089	CDS	1062	psbD			photosystem II protein D2
P002_WG04_00090	tRNA	74				tRNA-Thr(ggt)
P002_WG04_00091	tRNA	75				tRNA-Glu(ttc)
P002_WG04_00092	tRNA	86				tRNA-Tyr(gta)
P002_WG04_00093	CDS	138				hypothetical protein
P002_WG04_00094	tRNA	76				tRNA-Asp(gtc)
P002_WG04_00095	CDS	159	psbM			Photosystem II reaction center protein M
P002_WG04_00096	tRNA	71				tRNA-Cys(gca)
P002_WG04_00097	CDS	228				hypothetical protein
P002_WG04_00098	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WG04_00099	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P002_WG04_00100	CDS	1647	rpoC1_2			RNA polymerase beta' subunit
P002_WG04_00101	CDS	4155	rpoC2			RNA polymerase beta'' subunit
P002_WG04_00102	CDS	711	rps2			ribosomal protein S2
P002_WG04_00103	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WG04_00104	CDS	189				hypothetical protein
P002_WG04_00105	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG04_00106	CDS	555	atpF			ATP synthase CF0 subunit I
P002_WG04_00107	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WG04_00108	tRNA	72				tRNA-Arg(tct)
P002_WG04_00109	tRNA	88				tRNA-Ser(gct)
P002_WG04_00110	CDS	195	psbK			photosystem II protein K
P002_WG04_00111	tRNA	72				tRNA-Gln(ttg)
P002_WG04_00112	CDS	198				hypothetical protein
P002_WG04_00113	CDS	1503	matK			maturase K
P002_WG04_00114	CDS	249				hypothetical protein
P002_WG04_00115	CDS	1062	psbA			photosystem II protein D1
P002_WG04_00116	tRNA	75				tRNA-His(gtg)
P002_WG04_00117	rRNA	1236				23S ribosomal RNA (partial)
