locus_tag	ftype	length_bp	gene	EC_number	COG	product
P004_WD01_00063	CDS	4482	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P004_WD01_00064	CDS	711	rps2			ribosomal protein S2
P004_WD01_00065	CDS	864	atpI			ATP synthase CF0 subunit IV
P004_WD01_00066	CDS	171				hypothetical protein
P004_WD01_00067	CDS	246	atpH			ATP synthase CF0 subunit III
P004_WD01_00068	CDS	171	atpF_1			ATP synthase CF0 subunit I
P004_WD01_00069	CDS	315				hypothetical protein
P004_WD01_00070	CDS	372	atpF_2			ATP synthase CF0 subunit I
P004_WD01_00071	CDS	1515	atpA			ATP synthase CF1 alpha subunit
P004_WD01_00072	tRNA	72				tRNA-Arg(tct)
P004_WD01_00073	CDS	312	rps14			ribosomal protein S14
P004_WD01_00074	CDS	2205	psaB			photosystem I P700 apoprotein A2
P004_WD01_00075	CDS	2253	psaA			photosystem I P700 apoprotein A1
P004_WD01_00076	CDS	249	ycf3_1			hypothetical chloroplast RF34
P004_WD01_00077	CDS	135	ycf3_2			hypothetical chloroplast RF34
P004_WD01_00078	CDS	168				hypothetical protein
P004_WD01_00079	tRNA	87				tRNA-Ser(gga)
P004_WD01_00080	CDS	606	rps4			ribosomal protein S4
P004_WD01_00081	tRNA	75				tRNA-Thr(tgt)
P004_WD01_00082	CDS	201				hypothetical protein
P004_WD01_00083	tRNA	73				tRNA-Phe(gaa)
P004_WD01_00084	CDS	489	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P004_WD01_00085	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P004_WD01_00086	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P004_WD01_00087	tRNA	75				tRNA-Met(cat)
P004_WD01_00088	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P004_WD01_00089	CDS	1497	atpB			ATP synthase CF1 beta subunit
P004_WD01_00090	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P004_WD01_00091	CDS	195				hypothetical protein
P004_WD01_00092	CDS	690	ycf4			photosystem I assembly protein Ycf4
P004_WD01_00093	CDS	678	cemA			envelope membrane protein
P004_WD01_00094	CDS	963	petA			cytochrome f
P004_WD01_00095	CDS	123	psbJ			photosystem II protein J
P004_WD01_00096	CDS	153	psbF			Cytochrome b559 subunit beta
P004_WD01_00097	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P004_WD01_00098	CDS	96	petL			cytochrome b6/f complex subunit VI
P004_WD01_00099	tRNA	74				tRNA-Trp(cca)
P004_WD01_00100	tRNA	76				tRNA-Pro(tgg)
P004_WD01_00101	CDS	159	psaJ			photosystem I subunit IX
P004_WD01_00102	CDS	513				hypothetical protein
P004_WD01_00103	CDS	360	rpl20			ribosomal protein L20
P004_WD01_00104	CDS	174				hypothetical protein
P004_WD01_00105	CDS	645	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P004_WD01_00106	CDS	351				hypothetical protein
P004_WD01_00107	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P004_WD01_00108	CDS	117	psbT			photosystem II protein T
P004_WD01_00109	CDS	357	psbH			Photosystem II reaction center protein H
P004_WD01_00110	CDS	129				hypothetical protein
P004_WD01_00111	CDS	699	petB			cytochrome b6
P004_WD01_00112	CDS	525	petD			cytochrome b6/f complex subunit IV
P004_WD01_00113	CDS	1032	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P004_WD01_00114	CDS	432	rps11			ribosomal protein S11
P004_WD01_00115	CDS	186				hypothetical protein
P004_WD01_00116	CDS	342	infA			Translation initiation factor IF-1
P004_WD01_00117	CDS	411	rps8			ribosomal protein S8
P004_WD01_00118	CDS	372	rpl14			ribosomal protein L14
P004_WD01_00119	CDS	363	rpl16			ribosomal protein L16
P004_WD01_00120	CDS	102				hypothetical protein
P004_WD01_00121	CDS	720	rps3			ribosomal protein S3
P004_WD01_00122	CDS	444				hypothetical protein
P004_WD01_00123	CDS	201				hypothetical protein
P004_WD01_00124	CDS	171	rps19_2			ribosomal protein S19
P004_WD01_00125	tRNA	75				tRNA-His(gtg)
