locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD01_00037	CDS	300	psbK			Photosystem II reaction center protein K
P001_WD01_00038	tRNA	72				tRNA-Gln(ttg)
P001_WD01_00039	CDS	240				hypothetical protein
P001_WD01_00040	CDS	189				hypothetical protein
P001_WD01_00041	CDS	1536	matK			maturase K
P001_WD01_00042	CDS	954	psbA			photosystem II protein D1
P001_WD01_00043	CDS	282	rps19			ribosomal protein S19
P001_WD01_00044	tRNA	75				tRNA-His(gtg)
P001_WD01_00045	CDS	498	rpl2_1			ribosomal protein L2
P001_WD01_00046	CDS	339	rpl2_2			ribosomal protein L2
P001_WD01_00047	CDS	282	rpl23_1			ribosomal protein L23
P001_WD01_00048	tRNA	75				tRNA-Met(cat)
P001_WD01_00049	CDS	849				hypothetical protein
P001_WD01_00050	CDS	387				hypothetical protein
P001_WD01_00051	CDS	300				hypothetical protein
P001_WD01_00052	tRNA	83				tRNA-Leu(caa)
P001_WD01_00053	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD01_00054	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD01_00055	CDS	471	rps7			ribosomal protein S7
P001_WD01_00056	CDS	213				hypothetical protein
P001_WD01_00057	CDS	537				hypothetical protein
P001_WD01_00058	tRNA	72				tRNA-Val(gac)
P001_WD01_00059	rRNA	1487				16S ribosomal RNA
P001_WD01_00060	CDS	225				hypothetical protein
P001_WD01_00061	CDS	237				hypothetical protein
P001_WD01_00062	CDS	330				hypothetical protein
P001_WD01_00063	CDS	216				hypothetical protein
P001_WD01_00064	rRNA	3076				23S ribosomal RNA
P001_WD01_00065	tRNA	75				tRNA-Arg(acg)
P001_WD01_00066	tRNA	74				tRNA-Asn(gtt)
P001_WD01_00067	CDS	153				hypothetical protein
P001_WD01_00068	CDS	273	rps15			ribosomal protein S15
P001_WD01_00069	CDS	444				hypothetical protein
P001_WD01_00070	CDS	720	rps3			ribosomal protein S3
P001_WD01_00071	CDS	363	rpl16			ribosomal protein L16
P001_WD01_00072	CDS	372	rpl14			ribosomal protein L14
P001_WD01_00073	CDS	411	rps8			ribosomal protein S8
P001_WD01_00074	CDS	342	infA			Translation initiation factor IF-1
P001_WD01_00075	CDS	432	rps11			ribosomal protein S11
P001_WD01_00076	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WD01_00077	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WD01_00078	CDS	699	petB			cytochrome b6
P001_WD01_00079	CDS	159				hypothetical protein
P001_WD01_00080	CDS	357	psbH			Photosystem II reaction center protein H
P001_WD01_00081	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WD01_00082	CDS	213				hypothetical protein
P001_WD01_00083	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WD01_00084	CDS	150				hypothetical protein
P001_WD01_00085	CDS	360	rpl20			ribosomal protein L20
P001_WD01_00086	CDS	522				hypothetical protein
P001_WD01_00087	CDS	201	rpl33			ribosomal protein L33
P001_WD01_00088	CDS	129	psaJ			photosystem I subunit IX
P001_WD01_00089	tRNA	76				tRNA-Pro(tgg)
P001_WD01_00090	tRNA	74				tRNA-Trp(cca)
P001_WD01_00091	CDS	96	petL			cytochrome b6/f complex subunit VI
P001_WD01_00092	CDS	90				hypothetical protein
P001_WD01_00093	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WD01_00094	CDS	153	psbF			Cytochrome b559 subunit beta
P001_WD01_00095	CDS	123	psbJ			photosystem II protein J
P001_WD01_00096	CDS	963	petA			cytochrome f
P001_WD01_00097	CDS	693	cemA			envelope membrane protein
P001_WD01_00098	CDS	657	ycf4			photosystem I assembly protein Ycf4
P001_WD01_00099	CDS	234	rpl23_2			ribosomal protein L23
P001_WD01_00100	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WD01_00101	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WD01_00102	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P001_WD01_00103	tRNA	75				tRNA-Met(cat)
P001_WD01_00104	CDS	126				hypothetical protein
P001_WD01_00105	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WD01_00106	CDS	741	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WD01_00107	CDS	567	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WD01_00108	tRNA	73				tRNA-Phe(gaa)
P001_WD01_00109	CDS	150				hypothetical protein
P001_WD01_00110	CDS	165				hypothetical protein
P001_WD01_00111	tRNA	75				tRNA-Thr(tgt)
P001_WD01_00112	CDS	606	rps4			ribosomal protein S4
P001_WD01_00113	tRNA	87				tRNA-Ser(gga)
P001_WD01_00114	CDS	135	ycf3_1			hypothetical chloroplast RF34
P001_WD01_00115	CDS	249	ycf3_2			hypothetical chloroplast RF34
P001_WD01_00116	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WD01_00117	CDS	150	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P001_WD01_00118	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WD01_00119	CDS	162				hypothetical protein
P001_WD01_00120	tRNA	80				tRNA-Leu(tag)
P001_WD01_00121	CDS	930	ccsA			cytochrome c heme attachment protein
P001_WD01_00122	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WD01_00123	CDS	246	psaC			photosystem I subunit VII
P001_WD01_00124	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WD01_00125	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WD01_00126	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WD01_00127	CDS	447	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WD01_00128	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WD01_00129	CDS	1119	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
