locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD09_00041	tRNA	74				tRNA-Phe(gaa)
P001_WD09_00042	tRNA	75				tRNA-Thr(tgt)
P001_WD09_00043	CDS	606	rps4			ribosomal protein S4
P001_WD09_00044	tRNA	87				tRNA-Ser(gga)
P001_WD09_00045	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WD09_00046	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WD09_00047	CDS	249				hypothetical protein
P001_WD09_00048	CDS	216				hypothetical protein
P001_WD09_00049	tRNA	74				tRNA-Asn(gtt)
P001_WD09_00050	tRNA	75				tRNA-Arg(acg)
P001_WD09_00051	rRNA	3019				23S ribosomal RNA
P001_WD09_00052	CDS	90				hypothetical protein
P001_WD09_00053	CDS	105				hypothetical protein
P001_WD09_00054	CDS	153				hypothetical protein
P001_WD09_00055	rRNA	1487				16S ribosomal RNA
P001_WD09_00056	tRNA	72				tRNA-Val(gac)
P001_WD09_00057	CDS	468	rps7			ribosomal protein S7
P001_WD09_00058	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD09_00059	CDS	132				hypothetical protein
P001_WD09_00060	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD09_00061	CDS	174				hypothetical protein
P001_WD09_00062	tRNA	83				tRNA-Leu(caa)
P001_WD09_00063	CDS	252				hypothetical protein
P001_WD09_00064	CDS	6819				hypothetical protein
P001_WD09_00065	tRNA	75				tRNA-Met(cat)
P001_WD09_00066	CDS	282	rpl23			ribosomal protein L23
P001_WD09_00067	CDS	402	rpl2_1			ribosomal protein L2
P001_WD09_00068	CDS	234				hypothetical protein
P001_WD09_00069	CDS	207				hypothetical protein
P001_WD09_00070	CDS	429	rpl2_2			ribosomal protein L2
P001_WD09_00071	CDS	2229	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WD09_00072	CDS	369				hypothetical protein
P001_WD09_00073	tRNA	80				tRNA-Leu(tag)
P001_WD09_00074	CDS	984	ccsA			cytochrome c heme attachment protein
P001_WD09_00075	CDS	1557	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WD09_00076	CDS	327				hypothetical protein
P001_WD09_00077	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WD09_00078	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WD09_00079	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WD09_00080	CDS	438	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WD09_00081	CDS	576	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WD09_00082	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WD09_00083	CDS	420				hypothetical protein
P001_WD09_00084	CDS	4365				hypothetical protein
P001_WD09_00085	tRNA	75				tRNA-His(gtg)
P001_WD09_00086	CDS	954	psbA			photosystem II protein D1
P001_WD09_00087	CDS	1590	matK			maturase K
P001_WD09_00088	CDS	162				hypothetical protein
P001_WD09_00089	tRNA	72				tRNA-Gln(ttg)
P001_WD09_00090	CDS	198	psbK			photosystem II protein K
P001_WD09_00091	CDS	111	psbI			Photosystem II reaction center protein I
P001_WD09_00092	tRNA	89				tRNA-Ser(gct)
P001_WD09_00093	tRNA	72				tRNA-Arg(tct)
P001_WD09_00094	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WD09_00095	CDS	327	atpF			ATP synthase CF0 subunit I
P001_WD09_00096	CDS	228				hypothetical protein
P001_WD09_00097	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WD09_00098	CDS	201				hypothetical protein
P001_WD09_00099	CDS	741	atpI			ATP synthase CF0 subunit IV
P001_WD09_00100	CDS	711	rps2			ribosomal protein S2
P001_WD09_00101	CDS	4128	rpoC2			RNA polymerase beta'' subunit
P001_WD09_00102	CDS	1677	rpoC1_1			RNA polymerase beta' subunit
P001_WD09_00103	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WD09_00104	CDS	3261	rpoB			RNA polymerase beta subunit
P001_WD09_00105	tRNA	71				tRNA-Cys(gca)
P001_WD09_00106	CDS	105	psbM			photosystem II protein M
P001_WD09_00107	tRNA	74				tRNA-Asp(gtc)
P001_WD09_00108	tRNA	86				tRNA-Tyr(gta)
P001_WD09_00109	tRNA	73				tRNA-Glu(ttc)
P001_WD09_00110	tRNA	74				tRNA-Thr(ggt)
P001_WD09_00111	CDS	1062	psbD			photosystem II protein D2
P001_WD09_00112	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WD09_00113	tRNA	93				tRNA-Ser(tga)
P001_WD09_00114	CDS	144				hypothetical protein
P001_WD09_00115	CDS	189	psbZ			photosystem II protein Z
P001_WD09_00116	tRNA	72				tRNA-Gly(gcc)
P001_WD09_00117	tRNA	74				tRNA-Met(cat)
P001_WD09_00118	CDS	303	rps14			ribosomal protein S14
P001_WD09_00119	CDS	357	psaB			photosystem I P700 apoprotein A2
