locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG10_00033	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WG10_00034	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WG10_00035	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG10_00036	CDS	279	rps15			ribosomal protein S15
P001_WG10_00037	CDS	4701				hypothetical protein
P001_WG10_00038	CDS	279	rps19			ribosomal protein S19
P001_WG10_00039	CDS	474	rpl22			ribosomal protein L22
P001_WG10_00040	CDS	657	rps3			ribosomal protein S3
P001_WG10_00041	CDS	360	rpl16			ribosomal protein L16
P001_WG10_00042	CDS	369	rpl14			ribosomal protein L14
P001_WG10_00043	CDS	405	rps8			ribosomal protein S8
P001_WG10_00044	CDS	234	infA			translational initiation factor 1
P001_WG10_00045	CDS	219				hypothetical protein
P001_WG10_00046	CDS	411	rps11			ribosomal protein S11
P001_WG10_00047	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WG10_00048	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WG10_00049	CDS	507	petB			cytochrome b6
P001_WG10_00050	CDS	222	psbH			photosystem II phosphoprotein
P001_WG10_00051	CDS	132	psbN			photosystem II protein N
P001_WG10_00052	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WG10_00053	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WG10_00054	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG10_00055	CDS	381	rpl20			ribosomal protein L20
P001_WG10_00056	CDS	186				hypothetical protein
P001_WG10_00057	CDS	135	psaJ			photosystem I subunit IX
P001_WG10_00058	tRNA	76				tRNA-Pro(tgg)
P001_WG10_00059	tRNA	74				tRNA-Trp(cca)
P001_WG10_00060	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WG10_00061	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WG10_00062	CDS	123	psbJ			photosystem II protein J
P001_WG10_00063	CDS	963	petA			cytochrome f
P001_WG10_00064	CDS	690	cemA			envelope membrane protein
P001_WG10_00065	CDS	651	ycf4			photosystem I assembly protein Ycf4
P001_WG10_00066	CDS	1050	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WG10_00067	CDS	1449	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WG10_00068	CDS	1491	atpB			ATP synthase CF1 beta subunit
P001_WG10_00069	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WG10_00070	tRNA	73				tRNA-Met(cat)
P001_WG10_00071	CDS	198				hypothetical protein
P001_WG10_00072	CDS	357				hypothetical protein
P001_WG10_00073	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG10_00074	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG10_00075	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG10_00076	CDS	147				hypothetical protein
P001_WG10_00077	tRNA	74				tRNA-Phe(gaa)
P001_WG10_00078	CDS	216				hypothetical protein
P001_WG10_00079	tRNA	75				tRNA-Thr(tgt)
P001_WG10_00080	CDS	606	rps4			ribosomal protein S4
P001_WG10_00081	tRNA	87				tRNA-Ser(gga)
P001_WG10_00082	CDS	243				hypothetical protein
P001_WG10_00083	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WG10_00084	CDS	252				hypothetical protein
P001_WG10_00085	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG10_00086	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG10_00087	CDS	330	rps14			ribosomal protein S14
P001_WG10_00088	tRNA	74				tRNA-Met(cat)
P001_WG10_00089	tRNA	72				tRNA-Gly(gcc)
P001_WG10_00090	CDS	189	psbZ			photosystem II protein Z
P001_WG10_00091	CDS	222				hypothetical protein
P001_WG10_00092	tRNA	83				tRNA-Ser(tga)
P001_WG10_00093	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WG10_00094	CDS	1062	psbD			photosystem II protein D2
P001_WG10_00095	CDS	240				hypothetical protein
P001_WG10_00096	CDS	156				hypothetical protein
P001_WG10_00097	tRNA	72				tRNA-Arg(tct)
P001_WG10_00098	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P001_WG10_00099	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WG10_00100	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WG10_00101	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG10_00102	CDS	141				hypothetical protein
P001_WG10_00103	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WG10_00104	CDS	711	rps2			ribosomal protein S2
P001_WG10_00105	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P001_WG10_00106	CDS	1497	rpoC1_1			RNA polymerase beta' subunit
P001_WG10_00107	CDS	132				hypothetical protein
P001_WG10_00108	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WG10_00109	CDS	3183	rpoB			RNA polymerase beta subunit
P001_WG10_00110	CDS	129				hypothetical protein
P001_WG10_00111	tRNA	74				tRNA-Glu(ttc)
P001_WG10_00112	tRNA	87				tRNA-Tyr(gta)
P001_WG10_00113	tRNA	77				tRNA-Asp(gtc)
P001_WG10_00114	CDS	105	psbM			photosystem II protein M
P001_WG10_00115	tRNA	72				tRNA-Cys(gca)
P001_WG10_00116	tRNA	88				tRNA-Ser(gct)
P001_WG10_00117	CDS	111	psbI			Photosystem II reaction center protein I
P001_WG10_00118	CDS	189	psbK			photosystem II protein K
P001_WG10_00119	tRNA	72				tRNA-Gln(ttg)
P001_WG10_00120	CDS	168				hypothetical protein
P001_WG10_00121	CDS	105				hypothetical protein
P001_WG10_00122	CDS	1521	matK			maturase K
P001_WG10_00123	CDS	954	psbA			photosystem II protein D1
P001_WG10_00124	tRNA	75				tRNA-His(gtg)
