locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD03_00070	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD03_00071	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD03_00072	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD03_00073	tRNA	74				tRNA-Phe(gaa)
P002_WD03_00074	CDS	345				hypothetical protein
P002_WD03_00075	tRNA	75				tRNA-Thr(tgt)
P002_WD03_00076	CDS	606	rps4			ribosomal protein S4
P002_WD03_00077	tRNA	89				tRNA-Ser(gga)
P002_WD03_00078	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WD03_00079	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD03_00080	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD03_00081	CDS	180				hypothetical protein
P002_WD03_00082	tRNA	74				tRNA-Met(cat)
P002_WD03_00083	tRNA	72				tRNA-Gly(gcc)
P002_WD03_00084	CDS	186				hypothetical protein
P002_WD03_00085	CDS	213				hypothetical protein
P002_WD03_00086	tRNA	83				tRNA-Ser(tga)
P002_WD03_00087	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WD03_00088	CDS	1062	psbD			photosystem II protein D2
P002_WD03_00089	tRNA	72				tRNA-Arg(tct)
P002_WD03_00090	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P002_WD03_00091	CDS	375	atpF_1			ATP synthase CF0 subunit I
P002_WD03_00092	CDS	171	atpF_2			ATP synthase CF0 subunit I
P002_WD03_00093	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WD03_00094	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WD03_00095	CDS	723	rps2			ribosomal protein S2
P002_WD03_00096	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P002_WD03_00097	CDS	1749	rpoC1_1			RNA polymerase beta' subunit
P002_WD03_00098	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P002_WD03_00099	CDS	3183	rpoB			RNA polymerase beta subunit
P002_WD03_00100	tRNA	72				tRNA-Glu(ttc)
P002_WD03_00101	tRNA	87				tRNA-Tyr(gta)
P002_WD03_00102	tRNA	77				tRNA-Asp(gtc)
P002_WD03_00103	tRNA	72				tRNA-Cys(gca)
P002_WD03_00104	CDS	228				hypothetical protein
P002_WD03_00105	tRNA	88				tRNA-Ser(gct)
P002_WD03_00106	CDS	111	psbI			Photosystem II reaction center protein I
P002_WD03_00107	CDS	180	psbK			photosystem II protein K
P002_WD03_00108	tRNA	72				tRNA-Gln(ttg)
P002_WD03_00109	CDS	132	rps16			ribosomal protein S16
P002_WD03_00110	CDS	1515	matK			maturase K
P002_WD03_00111	CDS	954	psbA			photosystem II protein D1
P002_WD03_00112	tRNA	75				tRNA-His(gtg)
