locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG05_00080	CDS	168				hypothetical protein
P002_WG05_00081	tRNA	75				tRNA-Thr(tgt)
P002_WG05_00082	CDS	606	rps4			ribosomal protein S4
P002_WG05_00083	tRNA	87				tRNA-Ser(gga)
P002_WG05_00084	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WG05_00085	CDS	216				hypothetical protein
P002_WG05_00086	CDS	2298	psaA			photosystem I P700 apoprotein A1
P002_WG05_00087	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WG05_00088	CDS	312	rps14			ribosomal protein S14
P002_WG05_00089	tRNA	72				tRNA-Arg(tct)
P002_WG05_00090	CDS	1599	atpA			ATP synthase CF1 alpha subunit
P002_WG05_00091	CDS	372	atpF_1			ATP synthase CF0 subunit I
P002_WG05_00092	CDS	174				hypothetical protein
P002_WG05_00093	CDS	222	atpF_2			ATP synthase subunit b
P002_WG05_00094	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG05_00095	CDS	168				hypothetical protein
P002_WG05_00096	CDS	198				hypothetical protein
P002_WG05_00097	CDS	861	atpI			ATP synthase CF0 subunit IV
P002_WG05_00098	CDS	711	rps2			ribosomal protein S2
P002_WG05_00099	CDS	4401	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P002_WG05_00100	CDS	2049	rpoC1			RNA polymerase beta' subunit
P002_WG05_00101	CDS	3207	rpoB			RNA polymerase beta subunit
P002_WG05_00102	tRNA	71				tRNA-Cys(gca)
P002_WG05_00103	CDS	105	psbM			photosystem II protein M
P002_WG05_00104	tRNA	74				tRNA-Asp(gtc)
P002_WG05_00105	tRNA	86				tRNA-Tyr(gta)
P002_WG05_00106	tRNA	75				tRNA-Glu(ttc)
P002_WG05_00107	tRNA	74				tRNA-Thr(ggt)
P002_WG05_00108	CDS	177				hypothetical protein
P002_WG05_00109	CDS	360				hypothetical protein
P002_WG05_00110	tRNA	76				tRNA-Met(cat)
P002_WG05_00111	tRNA	73				tRNA-Gly(gcc)
P002_WG05_00112	CDS	213	psbZ			photosystem II protein Z
P002_WG05_00113	tRNA	88				tRNA-Ser(tga)
P002_WG05_00114	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WG05_00115	CDS	1062	psbD			photosystem II protein D2
P002_WG05_00116	tRNA	89				tRNA-Ser(gct)
P002_WG05_00117	CDS	177	psbI			Photosystem II reaction center protein I
P002_WG05_00118	CDS	198	psbK			photosystem II protein K
P002_WG05_00119	tRNA	72				tRNA-Gln(ttg)
P002_WG05_00120	CDS	240				hypothetical protein
P002_WG05_00121	CDS	162				hypothetical protein
P002_WG05_00122	CDS	1536	matK			maturase K
P002_WG05_00123	CDS	1062	psbA			photosystem II protein D1
P002_WG05_00124	tRNA	75				tRNA-Met(cat)
P002_WG05_00125	CDS	105				hypothetical protein
P002_WG05_00126	CDS	612				hypothetical protein
P002_WG05_00127	CDS	279				hypothetical protein
P002_WG05_00128	CDS	414				hypothetical protein
P002_WG05_00129	tRNA	83				tRNA-Leu(caa)
P002_WG05_00130	CDS	303				hypothetical protein
P002_WG05_00131	CDS	207				hypothetical protein
P002_WG05_00132	CDS	276				hypothetical protein
P002_WG05_00133	CDS	258				hypothetical protein
P002_WG05_00134	CDS	147				hypothetical protein
P002_WG05_00135	CDS	168	ndhD_2			NADH-plastoquinone oxidoreductase subunit 4
P002_WG05_00136	CDS	243				hypothetical protein
P002_WG05_00137	CDS	285				hypothetical protein
P002_WG05_00138	CDS	267				hypothetical protein
