locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG08_00047	tRNA	76				tRNA-Pro(tgg)
P001_WG08_00048	tRNA	74				tRNA-Trp(cca)
P001_WG08_00049	CDS	195				hypothetical protein
P001_WG08_00050	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WG08_00051	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WG08_00052	CDS	123	psbJ			photosystem II protein J
P001_WG08_00053	CDS	963	petA			cytochrome f
P001_WG08_00054	CDS	690	cemA			envelope membrane protein
P001_WG08_00055	CDS	303				hypothetical protein
P001_WG08_00056	CDS	642	ycf4			photosystem I assembly protein Ycf4
P001_WG08_00057	CDS	1503	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WG08_00058	CDS	1458	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WG08_00059	CDS	1479	atpB			ATP synthase CF1 beta subunit
P001_WG08_00060	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WG08_00061	tRNA	73				tRNA-Met(cat)
P001_WG08_00062	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG08_00063	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG08_00064	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG08_00065	tRNA	74				tRNA-Phe(gaa)
P001_WG08_00066	CDS	99				hypothetical protein
P001_WG08_00067	CDS	147				hypothetical protein
P001_WG08_00068	tRNA	75				tRNA-Thr(tgt)
P001_WG08_00069	CDS	606	rps4			ribosomal protein S4
P001_WG08_00070	tRNA	89				tRNA-Ser(gga)
P001_WG08_00071	CDS	243				hypothetical protein
P001_WG08_00072	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WG08_00073	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG08_00074	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG08_00075	CDS	330	rps14			ribosomal protein S14
P001_WG08_00076	tRNA	74				tRNA-Met(cat)
P001_WG08_00077	tRNA	72				tRNA-Gly(gcc)
P001_WG08_00078	CDS	189	psbZ			photosystem II protein Z
P001_WG08_00079	tRNA	83				tRNA-Ser(tga)
P001_WG08_00080	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WG08_00081	CDS	1062	psbD			photosystem II protein D2
P001_WG08_00082	CDS	216				hypothetical protein
P001_WG08_00083	CDS	201				hypothetical protein
P001_WG08_00084	tRNA	72				tRNA-Arg(tct)
P001_WG08_00085	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P001_WG08_00086	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WG08_00087	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WG08_00088	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG08_00089	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WG08_00090	CDS	711	rps2			ribosomal protein S2
P001_WG08_00091	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P001_WG08_00092	CDS	1761	rpoC1_1			RNA polymerase beta' subunit
P001_WG08_00093	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P001_WG08_00094	CDS	3183	rpoB			RNA polymerase beta subunit
P001_WG08_00095	CDS	198				hypothetical protein
P001_WG08_00096	tRNA	72				tRNA-Glu(ttc)
P001_WG08_00097	tRNA	87				tRNA-Tyr(gta)
P001_WG08_00098	tRNA	77				tRNA-Asp(gtc)
P001_WG08_00099	CDS	183				hypothetical protein
P001_WG08_00100	tRNA	72				tRNA-Cys(gca)
P001_WG08_00101	tRNA	88				tRNA-Ser(gct)
P001_WG08_00102	CDS	111	psbI			Photosystem II reaction center protein I
P001_WG08_00103	CDS	189	psbK			photosystem II protein K
P001_WG08_00104	tRNA	72				tRNA-Gln(ttg)
P001_WG08_00105	CDS	237				hypothetical protein
P001_WG08_00106	CDS	159				hypothetical protein
P001_WG08_00107	CDS	1512	matK			maturase K
P001_WG08_00108	CDS	102				hypothetical protein
P001_WG08_00109	CDS	1062	psbA			photosystem II protein D1
P001_WG08_00110	tRNA	75				tRNA-His(gtg)
P001_WG08_00111	CDS	4629				hypothetical protein
P001_WG08_00112	CDS	279	rps15			ribosomal protein S15
P001_WG08_00113	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG08_00114	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WG08_00115	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WG08_00116	CDS	561	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WG08_00117	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WG08_00118	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WG08_00119	CDS	246	psaC			photosystem I subunit VII
P001_WG08_00120	CDS	1569	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WG08_00121	CDS	969	ccsA			cytochrome c heme attachment protein
P001_WG08_00122	tRNA	80				tRNA-Leu(tag)
P001_WG08_00123	CDS	2268	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WG08_00124	CDS	156				hypothetical protein
