locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG04_00054	CDS	411	infA			Translation initiation factor IF-1
P001_WG04_00055	CDS	156				hypothetical protein
P001_WG04_00056	CDS	249				hypothetical protein
P001_WG04_00057	CDS	156				hypothetical protein
P001_WG04_00058	tRNA	87				tRNA-Ser(gga)
P001_WG04_00059	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WG04_00060	rRNA	2748				23S ribosomal RNA
P001_WG04_00061	CDS	210				hypothetical protein
P001_WG04_00062	CDS	240				hypothetical protein
P001_WG04_00063	CDS	240				hypothetical protein
P001_WG04_00064	CDS	276				hypothetical protein
P001_WG04_00065	rRNA	1521				16S ribosomal RNA
P001_WG04_00066	CDS	210				hypothetical protein
P001_WG04_00067	CDS	180	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG04_00068	CDS	243	rps14			ribosomal protein S14
P001_WG04_00069	CDS	1530	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WG04_00070	CDS	132	psbN			photosystem II protein N
P001_WG04_00071	CDS	222	psbH			photosystem II phosphoprotein
P001_WG04_00072	CDS	573	petB			cytochrome b6
P001_WG04_00073	CDS	558	petD			cytochrome b6/f complex subunit IV
P001_WG04_00074	CDS	294				hypothetical protein
P001_WG04_00075	CDS	150				hypothetical protein
P001_WG04_00076	CDS	633	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG04_00077	CDS	192				hypothetical protein
P001_WG04_00078	CDS	186				hypothetical protein
P001_WG04_00079	CDS	414				hypothetical protein
P001_WG04_00080	CDS	708				hypothetical protein
P001_WG04_00081	CDS	291				hypothetical protein
P001_WG04_00082	CDS	264	rps15			ribosomal protein S15
P001_WG04_00083	CDS	1203	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG04_00084	CDS	594	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WG04_00085	CDS	408	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WG04_00086	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WG04_00087	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WG04_00088	CDS	192				hypothetical protein
P001_WG04_00089	CDS	756	rpoA_1			RNA polymerase alpha subunit
P001_WG04_00090	CDS	456				hypothetical protein
P001_WG04_00091	CDS	609				hypothetical protein
P001_WG04_00092	CDS	126				hypothetical protein
P001_WG04_00093	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG04_00094	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG04_00095	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG04_00096	tRNA	73				tRNA-Phe(gaa)
P001_WG04_00097	CDS	165				hypothetical protein
P001_WG04_00098	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WG04_00099	CDS	171				hypothetical protein
P001_WG04_00100	CDS	333	rpl2_3			ribosomal protein L2
P001_WG04_00101	CDS	120				hypothetical protein
P001_WG04_00102	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG04_00103	CDS	222				hypothetical protein
P001_WG04_00104	CDS	180				hypothetical protein
P001_WG04_00105	CDS	264	atpF			ATP synthase CF0 subunit I
P001_WG04_00106	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WG04_00107	tRNA	72				tRNA-Arg(tct)
P001_WG04_00108	CDS	219				hypothetical protein
P001_WG04_00109	CDS	633				hypothetical protein
P001_WG04_00110	CDS	183	rpoA_2	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P001_WG04_00111	CDS	216				hypothetical protein
P001_WG04_00112	tRNA	90				tRNA-Ser(gct)
P001_WG04_00113	CDS	111	psbI			Photosystem II reaction center protein I
P001_WG04_00114	CDS	147				hypothetical protein
P001_WG04_00115	CDS	186	psbK			photosystem II protein K
P001_WG04_00116	tRNA	72				tRNA-Val(gac)
P001_WG04_00117	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WG04_00118	CDS	303				hypothetical protein
P001_WG04_00119	CDS	1461	atpB			ATP synthase CF1 beta subunit
P001_WG04_00120	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WG04_00121	tRNA	75				tRNA-Met(cat)
P001_WG04_00122	CDS	774	rps2			ribosomal protein S2
P001_WG04_00123	CDS	4890	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WG04_00124	CDS	1446	rpoC1_1			RNA polymerase beta' subunit
P001_WG04_00125	CDS	432	rpoC1_2			RNA polymerase beta' subunit
P001_WG04_00126	CDS	3225	rpoB			RNA polymerase beta subunit
P001_WG04_00127	CDS	384	rpl16_2			ribosomal protein L16
P001_WG04_00128	CDS	639				hypothetical protein
P001_WG04_00129	tRNA	74				tRNA-Asn(gtt)
P001_WG04_00130	tRNA	75				tRNA-Arg(acg)
P001_WG04_00131	CDS	708	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WG04_00132	CDS	309				hypothetical protein
P001_WG04_00133	CDS	276				hypothetical protein
P001_WG04_00134	tRNA	81				tRNA-Leu(tag)
P001_WG04_00135	CDS	951	ccsA			cytochrome c heme attachment protein
P001_WG04_00136	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WG04_00137	CDS	246	psaC			photosystem I subunit VII
P001_WG04_00138	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WG04_00139	CDS	231				hypothetical protein
P001_WG04_00140	CDS	453	rps11			ribosomal protein S11
P001_WG04_00141	CDS	2208	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WG04_00142	CDS	408	rplV		COG0091	50S ribosomal protein L22
P001_WG04_00143	CDS	774	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WG04_00144	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG04_00145	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG04_00146	CDS	174				hypothetical protein
P001_WG04_00147	tRNA	72				tRNA-Arg(tct)
P001_WG04_00148	CDS	324	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
