locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG03_00036	CDS	252	ycf3_1			Photosystem I assembly protein Ycf3
P002_WG03_00037	CDS	249	ycf3_2			hypothetical chloroplast RF34
P002_WG03_00038	CDS	198				hypothetical protein
P002_WG03_00039	tRNA	87				tRNA-Ser(gga)
P002_WG03_00040	CDS	606	rps4			ribosomal protein S4
P002_WG03_00041	CDS	123				hypothetical protein
P002_WG03_00042	tRNA	75				tRNA-Thr(tgt)
P002_WG03_00043	tRNA	74				tRNA-Phe(gaa)
P002_WG03_00044	CDS	174				hypothetical protein
P002_WG03_00045	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG03_00046	CDS	783	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG03_00047	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG03_00048	tRNA	73				tRNA-Met(cat)
P002_WG03_00049	CDS	408	atpE			ATP synthase CF1 epsilon subunit
P002_WG03_00050	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WG03_00051	CDS	1443	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG03_00052	CDS	1464	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG03_00053	CDS	105	psaI			photosystem I subunit VIII
P002_WG03_00054	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WG03_00055	CDS	672	cemA			envelope membrane protein
P002_WG03_00056	CDS	963	petA			cytochrome f
P002_WG03_00057	CDS	249				hypothetical protein
P002_WG03_00058	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WG03_00059	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG03_00060	tRNA	74				tRNA-Trp(cca)
P002_WG03_00061	tRNA	76				tRNA-Pro(tgg)
P002_WG03_00062	CDS	129	psaJ			photosystem I subunit IX
P002_WG03_00063	CDS	306	rps18			ribosomal protein S18
P002_WG03_00064	CDS	354	rpl20			ribosomal protein L20
P002_WG03_00065	CDS	246	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WG03_00066	CDS	336	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG03_00067	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WG03_00068	CDS	183				hypothetical protein
P002_WG03_00069	CDS	336				hypothetical protein
P002_WG03_00070	CDS	729	petB			cytochrome b6
P002_WG03_00071	CDS	303				hypothetical protein
P002_WG03_00072	CDS	474	petD			cytochrome b6/f complex subunit IV
P002_WG03_00073	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WG03_00074	CDS	417	rps11			ribosomal protein S11
P002_WG03_00075	CDS	399	rps8			ribosomal protein S8
P002_WG03_00076	CDS	312	rpl14			ribosomal protein L14
P002_WG03_00077	CDS	360	rpl16			ribosomal protein L16
P002_WG03_00078	CDS	657	rps3			ribosomal protein S3
P002_WG03_00079	CDS	393	rpl22			ribosomal protein L22
P002_WG03_00080	CDS	279	rps19			ribosomal protein S19
P002_WG03_00081	tRNA	75				tRNA-His(gtg)
P002_WG03_00082	CDS	495	rpl2_1			ribosomal protein L2
P002_WG03_00083	CDS	315	rpl2_2			ribosomal protein L2
P002_WG03_00084	CDS	282	rpl23			ribosomal protein L23
P002_WG03_00085	tRNA	75				tRNA-Met(cat)
P002_WG03_00086	CDS	6630				hypothetical protein
P002_WG03_00087	CDS	297				hypothetical protein
P002_WG03_00088	tRNA	83				tRNA-Leu(caa)
P002_WG03_00089	CDS	159				hypothetical protein
P002_WG03_00090	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WG03_00091	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WG03_00092	CDS	468	rps7			ribosomal protein S7
P002_WG03_00093	CDS	438				hypothetical protein
P002_WG03_00094	CDS	192				hypothetical protein
P002_WG03_00095	tRNA	72				tRNA-Val(gac)
P002_WG03_00096	rRNA	1487				16S ribosomal RNA
P002_WG03_00097	CDS	216				hypothetical protein
P002_WG03_00098	rRNA	3011				23S ribosomal RNA
P002_WG03_00099	tRNA	74				tRNA-Arg(acg)
P002_WG03_00100	tRNA	74				tRNA-Asn(gtt)
P002_WG03_00101	CDS	4356				hypothetical protein
P002_WG03_00102	CDS	273	rps15			ribosomal protein S15
P002_WG03_00103	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WG03_00104	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG03_00105	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG03_00106	CDS	540	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG03_00107	CDS	579	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG03_00108	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WG03_00109	CDS	246	psaC			photosystem I subunit VII
P002_WG03_00110	CDS	1464	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WG03_00111	CDS	966	ccsA			cytochrome c heme attachment protein
P002_WG03_00112	tRNA	80				tRNA-Leu(tag)
P002_WG03_00113	CDS	174	rpl32			ribosomal protein L32
P002_WG03_00114	CDS	2229	ndhF			NADH-plastoquinone oxidoreductase subunit 5
