locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD01_00049	tRNA	73				tRNA-Met(cat)
P003_WD01_00050	CDS	207				hypothetical protein
P003_WD01_00051	tRNA	75				tRNA-Lys(ttt)
P003_WD01_00052	tRNA	76				tRNA-Val(gac)
P003_WD01_00053	CDS	3198	rpoB			RNA polymerase beta subunit
P003_WD01_00054	CDS	378				hypothetical protein
P003_WD01_00055	CDS	2058	rpoC1			RNA polymerase beta' subunit
P003_WD01_00056	CDS	4113	rpoC2			RNA polymerase beta'' subunit
P003_WD01_00057	CDS	708	rps2			ribosomal protein S2
P003_WD01_00058	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WD01_00059	CDS	315				hypothetical protein
P003_WD01_00060	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WD01_00061	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WD01_00062	CDS	288	atpF_2			ATP synthase CF0 subunit I
P003_WD01_00063	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WD01_00064	tRNA	72				tRNA-Arg(tct)
P003_WD01_00065	CDS	174				hypothetical protein
P003_WD01_00066	tRNA	90				tRNA-Ser(gct)
P003_WD01_00067	CDS	195	psbK			photosystem II protein K
P003_WD01_00068	tRNA	72				tRNA-Gln(ttg)
P003_WD01_00069	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WD01_00070	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WD01_00071	CDS	303	rps14			ribosomal protein S14
P003_WD01_00072	tRNA	76				tRNA-Met(cat)
P003_WD01_00073	tRNA	74				tRNA-Gly(gcc)
P003_WD01_00074	CDS	297	psbZ			Photosystem II reaction center protein Z
P003_WD01_00075	tRNA	93				tRNA-Ser(tga)
P003_WD01_00076	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WD01_00077	CDS	1062	psbD			photosystem II protein D2
P003_WD01_00078	CDS	267				hypothetical protein
P003_WD01_00079	tRNA	74				tRNA-Thr(ggt)
P003_WD01_00080	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WD01_00081	CDS	690	cemA			envelope membrane protein
P003_WD01_00082	CDS	963	petA			cytochrome f
P003_WD01_00083	CDS	486	atpB_3			ATP synthase CF1 beta subunit
P003_WD01_00084	CDS	180				hypothetical protein
P003_WD01_00085	CDS	474				hypothetical protein
P003_WD01_00086	CDS	234				hypothetical protein
P003_WD01_00087	CDS	387				hypothetical protein
P003_WD01_00088	CDS	669				hypothetical protein
P003_WD01_00089	tRNA	75				tRNA-Glu(ttc)
P003_WD01_00090	tRNA	86				tRNA-Tyr(gta)
P003_WD01_00091	tRNA	77				tRNA-Asp(gtc)
P003_WD01_00092	CDS	123				hypothetical protein
P003_WD01_00093	CDS	156	psbM			Photosystem II reaction center protein M
P003_WD01_00094	tRNA	71				tRNA-Cys(gca)
P003_WD01_00095	CDS	240	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P003_WD01_00096	CDS	342	rpl20			ribosomal protein L20
P003_WD01_00097	CDS	339	rps18			ribosomal protein S18
P003_WD01_00098	CDS	342				hypothetical protein
P003_WD01_00099	tRNA	76				tRNA-Pro(tgg)
P003_WD01_00100	tRNA	74				tRNA-Trp(cca)
P003_WD01_00101	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WD01_00102	CDS	123	psbJ			photosystem II protein J
P003_WD01_00103	CDS	264				hypothetical protein
P003_WD01_00104	CDS	825	rpoA_2			RNA polymerase alpha subunit
P003_WD01_00105	CDS	417	rps11			ribosomal protein S11
P003_WD01_00106	CDS	246	infA			translational initiation factor 1
P003_WD01_00107	CDS	399	rps8			ribosomal protein S8
P003_WD01_00108	CDS	399	rpl14			ribosomal protein L14
P003_WD01_00109	CDS	360	rpl16			ribosomal protein L16
P003_WD01_00110	CDS	237				hypothetical protein
P003_WD01_00111	CDS	279	rps19			ribosomal protein S19
P003_WD01_00112	CDS	804	rpl2			ribosomal protein L2
P003_WD01_00113	CDS	288	rpl23			ribosomal protein L23
P003_WD01_00114	CDS	123				hypothetical protein
P003_WD01_00115	CDS	369				hypothetical protein
P003_WD01_00116	CDS	420				hypothetical protein
P003_WD01_00117	tRNA	83				tRNA-Leu(caa)
P003_WD01_00118	CDS	822	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WD01_00119	CDS	858	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WD01_00120	CDS	255				hypothetical protein
P003_WD01_00121	CDS	468	rps7			ribosomal protein S7
P003_WD01_00122	CDS	303				hypothetical protein
P003_WD01_00123	CDS	627	rps4			ribosomal protein S4
P003_WD01_00124	tRNA	87				tRNA-Ser(gga)
P003_WD01_00125	CDS	291				hypothetical protein
P003_WD01_00126	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WD01_00127	CDS	393				hypothetical protein
P003_WD01_00128	CDS	141				hypothetical protein
P003_WD01_00129	CDS	726	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD01_00130	CDS	249				hypothetical protein
