locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD07_00031	tRNA	73				tRNA-Met(cat)
P002_WD07_00032	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WD07_00033	CDS	1494	atpB			ATP synthase CF1 beta subunit
P002_WD07_00034	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD07_00035	CDS	1530	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WD07_00036	CDS	111	psaI			photosystem I subunit VIII
P002_WD07_00037	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WD07_00038	CDS	177				hypothetical protein
P002_WD07_00039	CDS	690	cemA			envelope membrane protein
P002_WD07_00040	CDS	963	petA			cytochrome f
P002_WD07_00041	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WD07_00042	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WD07_00043	tRNA	74				tRNA-Trp(cca)
P002_WD07_00044	tRNA	76				tRNA-Pro(tgg)
P002_WD07_00045	CDS	135	psaJ			photosystem I subunit IX
P002_WD07_00046	CDS	177				hypothetical protein
P002_WD07_00047	CDS	171				hypothetical protein
P002_WD07_00048	CDS	306	rps18			ribosomal protein S18
P002_WD07_00049	CDS	381	rpl20			ribosomal protein L20
P002_WD07_00050	CDS	222	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WD07_00051	CDS	534	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WD07_00052	CDS	132				hypothetical protein
P002_WD07_00053	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WD07_00054	CDS	240	psbH			photosystem II phosphoprotein
P002_WD07_00055	CDS	171				hypothetical protein
P002_WD07_00056	CDS	489	petB			cytochrome b6
P002_WD07_00057	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WD07_00058	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WD07_00059	CDS	411	rps11			ribosomal protein S11
P002_WD07_00060	CDS	114	rpl36			ribosomal protein L36
P002_WD07_00061	CDS	234	infA			translational initiation factor 1
P002_WD07_00062	CDS	405	rps8			ribosomal protein S8
P002_WD07_00063	CDS	369	rpl14			ribosomal protein L14
P002_WD07_00064	CDS	360	rpl16			ribosomal protein L16
P002_WD07_00065	CDS	657	rps3			ribosomal protein S3
P002_WD07_00066	CDS	474	rpl22			ribosomal protein L22
P002_WD07_00067	CDS	279	rps19			ribosomal protein S19
P002_WD07_00068	CDS	1497	rpoC1_1			RNA polymerase beta' subunit
P002_WD07_00069	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P002_WD07_00070	CDS	3234	rpoB			RNA polymerase beta subunit
P002_WD07_00071	tRNA	74				tRNA-Glu(ttc)
P002_WD07_00072	tRNA	87				tRNA-Tyr(gta)
P002_WD07_00073	tRNA	77				tRNA-Asp(gtc)
P002_WD07_00074	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WD07_00075	tRNA	72				tRNA-Cys(gca)
P002_WD07_00076	tRNA	88				tRNA-Ser(gct)
P002_WD07_00077	CDS	111	psbI			Photosystem II reaction center protein I
P002_WD07_00078	CDS	189	psbK			photosystem II protein K
P002_WD07_00079	tRNA	72				tRNA-Gln(ttg)
P002_WD07_00080	CDS	171				hypothetical protein
P002_WD07_00081	CDS	168				hypothetical protein
P002_WD07_00082	CDS	162	rps16			ribosomal protein S16
P002_WD07_00083	CDS	1521	matK			maturase K
P002_WD07_00084	CDS	1062	psbA			photosystem II protein D1
P002_WD07_00085	tRNA	75				tRNA-His(gtg)
P002_WD07_00086	CDS	129				hypothetical protein
P002_WD07_00087	CDS	2235	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WD07_00088	CDS	279				hypothetical protein
P002_WD07_00089	tRNA	80				tRNA-Leu(tag)
P002_WD07_00090	CDS	969	ccsA			cytochrome c heme attachment protein
P002_WD07_00091	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WD07_00092	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD07_00093	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WD07_00094	CDS	492	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WD07_00095	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WD07_00096	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WD07_00097	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WD07_00098	CDS	279	rps15			ribosomal protein S15
P002_WD07_00099	CDS	4839				hypothetical protein
P002_WD07_00100	CDS	603				hypothetical protein
P002_WD07_00101	CDS	402	rpl2			ribosomal protein L2
P002_WD07_00102	CDS	282	rpl23			ribosomal protein L23
P002_WD07_00103	tRNA	75				tRNA-Met(cat)
P002_WD07_00104	CDS	6882				hypothetical protein
P002_WD07_00105	tRNA	83				tRNA-Leu(caa)
P002_WD07_00106	CDS	249				hypothetical protein
P002_WD07_00107	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WD07_00108	CDS	111				hypothetical protein
P002_WD07_00109	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WD07_00110	CDS	468	rps7			ribosomal protein S7
P002_WD07_00111	CDS	192				hypothetical protein
P002_WD07_00112	CDS	261				hypothetical protein
P002_WD07_00113	tRNA	72				tRNA-Val(gac)
P002_WD07_00114	rRNA	1487				16S ribosomal RNA
P002_WD07_00115	CDS	276				hypothetical protein
P002_WD07_00116	CDS	216				hypothetical protein
P002_WD07_00117	CDS	114				hypothetical protein
P002_WD07_00118	CDS	249				hypothetical protein
P002_WD07_00119	rRNA	3011				23S ribosomal RNA
P002_WD07_00120	tRNA	75				tRNA-Arg(acg)
P002_WD07_00121	tRNA	74				tRNA-Asn(gtt)
