locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG07_00044	CDS	1929				hypothetical protein
P001_WG07_00045	CDS	480	rpl22			ribosomal protein L22
P001_WG07_00046	CDS	660	rps3			ribosomal protein S3
P001_WG07_00047	CDS	201				hypothetical protein
P001_WG07_00048	CDS	249	rpl16			ribosomal protein L16
P001_WG07_00049	CDS	369	rpl14			ribosomal protein L14
P001_WG07_00050	CDS	405	rps8			ribosomal protein S8
P001_WG07_00051	CDS	417	rps11			ribosomal protein S11
P001_WG07_00052	CDS	1032	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WG07_00053	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WG07_00054	CDS	489	petB_1			cytochrome b6
P001_WG07_00055	CDS	213	psbH			photosystem II phosphoprotein
P001_WG07_00056	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WG07_00057	CDS	273	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG07_00058	CDS	222	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WG07_00059	CDS	363	rpl20			ribosomal protein L20
P001_WG07_00060	CDS	318	rps18			ribosomal protein S18
P001_WG07_00061	CDS	201	rpl33			ribosomal protein L33
P001_WG07_00062	CDS	135	psaJ			photosystem I subunit IX
P001_WG07_00063	tRNA	74				tRNA-Pro(tgg)
P001_WG07_00064	tRNA	74				tRNA-Trp(cca)
P001_WG07_00065	CDS	156				hypothetical protein
P001_WG07_00066	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WG07_00067	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WG07_00068	CDS	123	psbJ			photosystem II protein J
P001_WG07_00069	CDS	228				hypothetical protein
P001_WG07_00070	CDS	960	petA			cytochrome f
P001_WG07_00071	CDS	690	cemA			envelope membrane protein
P001_WG07_00072	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WG07_00073	CDS	1461	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WG07_00074	CDS	1446	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WG07_00075	CDS	1503	atpB			ATP synthase CF1 beta subunit
P001_WG07_00076	CDS	399	atpE			ATP synthase CF1 epsilon subunit
P001_WG07_00077	tRNA	73				tRNA-Met(cat)
P001_WG07_00078	CDS	108				hypothetical protein
P001_WG07_00079	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG07_00080	CDS	681	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG07_00081	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG07_00082	tRNA	74				tRNA-Phe(gaa)
P001_WG07_00083	tRNA	75				tRNA-Thr(tgt)
P001_WG07_00084	CDS	606	rps4			ribosomal protein S4
P001_WG07_00085	tRNA	87				tRNA-Ser(gga)
P001_WG07_00086	CDS	135	ycf3_1			hypothetical chloroplast RF34
P001_WG07_00087	CDS	249	ycf3_2			hypothetical chloroplast RF34
P001_WG07_00088	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG07_00089	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG07_00090	CDS	258	rps14			ribosomal protein S14
P001_WG07_00091	tRNA	74				tRNA-Met(cat)
P001_WG07_00092	tRNA	72				tRNA-Gly(gcc)
P001_WG07_00093	CDS	189	psbZ			photosystem II protein Z
P001_WG07_00094	tRNA	93				tRNA-Ser(tga)
P001_WG07_00095	CDS	204	psbC_2			photosystem II CP43 chlorophyll apoprotein
P001_WG07_00096	CDS	699	petB_2			cytochrome b6
P001_WG07_00097	rRNA	2794				23S ribosomal RNA
P001_WG07_00098	CDS	159				hypothetical protein
P001_WG07_00099	CDS	240				hypothetical protein
P001_WG07_00100	CDS	2229	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WG07_00101	tRNA	80				tRNA-Leu(tag)
P001_WG07_00102	CDS	978	ccsA			cytochrome c heme attachment protein
P001_WG07_00103	CDS	1575	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WG07_00104	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WG07_00105	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WG07_00106	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WG07_00107	CDS	582	ndhA			NADH-plastoquinone oxidoreductase subunit 1
P001_WG07_00108	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG07_00109	CDS	264	rps15			ribosomal protein S15
P001_WG07_00110	CDS	159				hypothetical protein
P001_WG07_00111	CDS	4470				hypothetical protein
P001_WG07_00112	rRNA	2061				23S ribosomal RNA (partial)
P001_WG07_00113	tRNA	75				tRNA-Arg(acg)
P001_WG07_00114	tRNA	74				tRNA-Asn(gtt)
P001_WG07_00115	CDS	216				hypothetical protein
P001_WG07_00116	tRNA	75				tRNA-Met(cat)
P001_WG07_00117	CDS	849				hypothetical protein
P001_WG07_00118	CDS	396				hypothetical protein
P001_WG07_00119	tRNA	75				tRNA-Met(cat)
P001_WG07_00120	CDS	282	rpl23			ribosomal protein L23
P001_WG07_00121	CDS	402	rpl2_1			ribosomal protein L2
P001_WG07_00122	CDS	234				hypothetical protein
P001_WG07_00123	CDS	465	rpl2_2			ribosomal protein L2
P001_WG07_00124	CDS	324				hypothetical protein
P001_WG07_00125	rRNA	787				16S ribosomal RNA (partial)
P001_WG07_00126	rRNA	444				16S ribosomal RNA (partial)
