locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG07_00063	tRNA	72				tRNA-Gly(gcc)
P002_WG07_00064	CDS	189	psbZ			photosystem II protein Z
P002_WG07_00065	tRNA	88				tRNA-Ser(tga)
P002_WG07_00066	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WG07_00067	CDS	1062	psbD			photosystem II protein D2
P002_WG07_00068	CDS	273				hypothetical protein
P002_WG07_00069	tRNA	72				tRNA-Glu(ttc)
P002_WG07_00070	tRNA	84				tRNA-Tyr(gta)
P002_WG07_00071	tRNA	76				tRNA-Asp(gtc)
P002_WG07_00072	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WG07_00073	tRNA	71				tRNA-Cys(gca)
P002_WG07_00074	CDS	660	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WG07_00075	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG07_00076	CDS	621	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG07_00077	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG07_00078	CDS	153				hypothetical protein
P002_WG07_00079	CDS	594	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG07_00080	CDS	1203	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WG07_00081	CDS	264	rps15			ribosomal protein S15
P002_WG07_00082	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WG07_00083	CDS	201				hypothetical protein
P002_WG07_00084	tRNA	87				tRNA-Ser(gga)
P002_WG07_00085	CDS	258				hypothetical protein
P002_WG07_00086	CDS	249				hypothetical protein
P002_WG07_00087	CDS	156				hypothetical protein
P002_WG07_00088	CDS	402	infA			Translation initiation factor IF-1
P002_WG07_00089	CDS	156				hypothetical protein
P002_WG07_00090	CDS	396	rps8			ribosomal protein S8
P002_WG07_00091	CDS	369	rpl14			ribosomal protein L14
P002_WG07_00092	CDS	468	rpl16			ribosomal protein L16
P002_WG07_00093	CDS	906	rps3			ribosomal protein S3
P002_WG07_00094	CDS	168	rpl22_1			ribosomal protein L22
P002_WG07_00095	tRNA	75				tRNA-Thr(agt)
P002_WG07_00096	CDS	162				hypothetical protein
P002_WG07_00097	CDS	135				hypothetical protein
P002_WG07_00098	CDS	165				hypothetical protein
P002_WG07_00099	tRNA	73				tRNA-Phe(gaa)
P002_WG07_00100	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG07_00101	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG07_00102	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG07_00103	tRNA	75				tRNA-Met(cat)
P002_WG07_00104	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WG07_00105	CDS	1461	atpB			ATP synthase CF1 beta subunit
P002_WG07_00106	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG07_00107	tRNA	72				tRNA-Val(gac)
P002_WG07_00108	CDS	957	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG07_00109	CDS	708	clpP_5	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG07_00110	CDS	321				hypothetical protein
P002_WG07_00111	CDS	411				hypothetical protein
P002_WG07_00112	CDS	282				hypothetical protein
P002_WG07_00113	CDS	114				hypothetical protein
P002_WG07_00114	CDS	645	accD_3	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG07_00115	CDS	330				hypothetical protein
P002_WG07_00116	tRNA	72				tRNA-Arg(tct)
P002_WG07_00117	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WG07_00118	CDS	264	atpF			ATP synthase CF0 subunit I
P002_WG07_00119	CDS	222				hypothetical protein
P002_WG07_00120	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG07_00121	CDS	576	rpoA_2			RNA polymerase alpha subunit
P002_WG07_00122	CDS	486				hypothetical protein
P002_WG07_00123	CDS	279				hypothetical protein
P002_WG07_00124	CDS	765	rps2			ribosomal protein S2
P002_WG07_00125	CDS	4659	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P002_WG07_00126	CDS	1461	rpoC1_1			RNA polymerase beta' subunit
P002_WG07_00127	CDS	462	rpoC1_2			RNA polymerase beta' subunit
P002_WG07_00128	CDS	3060	rpoB			RNA polymerase beta subunit
P002_WG07_00129	CDS	609	rps4			ribosomal protein S4
P002_WG07_00130	CDS	558	ycf4			photosystem I assembly protein Ycf4
P002_WG07_00131	CDS	690	cemA			envelope membrane protein
P002_WG07_00132	CDS	144				hypothetical protein
P002_WG07_00133	CDS	969	petA			cytochrome f
P002_WG07_00134	CDS	123	psbJ			photosystem II protein J
P002_WG07_00135	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WG07_00136	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG07_00137	CDS	153	petB_2			cytochrome b6
P002_WG07_00138	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WG07_00139	tRNA	74				tRNA-Trp(cca)
P002_WG07_00140	tRNA	76				tRNA-Pro(tgg)
P002_WG07_00141	CDS	249				hypothetical protein
P002_WG07_00142	CDS	207	rpl33			ribosomal protein L33
P002_WG07_00143	CDS	207				hypothetical protein
P002_WG07_00144	CDS	741				hypothetical protein
P002_WG07_00145	CDS	384	rplT			50S ribosomal protein L20
P002_WG07_00146	CDS	2208	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WG07_00147	CDS	483	rps11			ribosomal protein S11
P002_WG07_00148	CDS	195	rpl32			ribosomal protein L32
P002_WG07_00149	tRNA	81				tRNA-Leu(tag)
P002_WG07_00150	CDS	951	ccsA			cytochrome c heme attachment protein
P002_WG07_00151	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WG07_00152	CDS	246	psaC			photosystem I subunit VII
P002_WG07_00153	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WG07_00154	tRNA	74				tRNA-Gln(ttg)
P002_WG07_00155	tRNA	75				tRNA-Gln(ttg)
P002_WG07_00156	CDS	144				hypothetical protein
P002_WG07_00157	CDS	162	accD_4	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P002_WG07_00158	CDS	261	rps14_2			ribosomal protein S14
P002_WG07_00159	CDS	168	rpl22_2			ribosomal protein L22
P002_WG07_00160	CDS	228				hypothetical protein
P002_WG07_00161	CDS	204	rps14_3			ribosomal protein S14
P002_WG07_00162	CDS	318	rpoA_3	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P002_WG07_00163	CDS	633				hypothetical protein
