locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG06_00051	CDS	1599	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WG06_00052	CDS	246	psaC			photosystem I subunit VII
P001_WG06_00053	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WG06_00054	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WG06_00055	CDS	513	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WG06_00056	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WG06_00057	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WG06_00058	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WG06_00059	CDS	273	rps15			ribosomal protein S15
P001_WG06_00060	CDS	3981				hypothetical protein
P001_WG06_00061	CDS	276	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG06_00062	tRNA	73				tRNA-Phe(gaa)
P001_WG06_00063	CDS	177				hypothetical protein
P001_WG06_00064	tRNA	76				tRNA-Thr(tgt)
P001_WG06_00065	CDS	606	rps4			ribosomal protein S4
P001_WG06_00066	tRNA	87				tRNA-Ser(gga)
P001_WG06_00067	CDS	216				hypothetical protein
P001_WG06_00068	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WG06_00069	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG06_00070	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WG06_00071	CDS	180				hypothetical protein
P001_WG06_00072	tRNA	75				tRNA-Met(cat)
P001_WG06_00073	tRNA	71				tRNA-Gly(gcc)
P001_WG06_00074	CDS	189	psbZ			photosystem II protein Z
P001_WG06_00075	tRNA	93				tRNA-Ser(tga)
P001_WG06_00076	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WG06_00077	CDS	1062	psbD			photosystem II protein D2
P001_WG06_00078	CDS	306				hypothetical protein
P001_WG06_00079	tRNA	74				tRNA-Thr(ggt)
P001_WG06_00080	tRNA	75				tRNA-Glu(ttc)
P001_WG06_00081	tRNA	84				tRNA-Tyr(gta)
P001_WG06_00082	tRNA	74				tRNA-Asp(gtc)
P001_WG06_00083	tRNA	71				tRNA-Cys(gca)
P001_WG06_00084	CDS	3219	rpoB_3			RNA polymerase beta subunit
P001_WG06_00085	CDS	459	rpoC1_4			RNA polymerase beta' subunit
P001_WG06_00086	CDS	1404	rpoC1_5			RNA polymerase beta' subunit
P001_WG06_00087	CDS	4125	rpoC2			RNA polymerase beta'' subunit
P001_WG06_00088	CDS	204				hypothetical protein
P001_WG06_00089	CDS	711	rps2			ribosomal protein S2
P001_WG06_00090	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WG06_00091	CDS	234				hypothetical protein
P001_WG06_00092	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG06_00093	CDS	210	atpF_1			ATP synthase CF0 subunit I
P001_WG06_00094	CDS	108				hypothetical protein
P001_WG06_00095	CDS	375	atpF_2			ATP synthase CF0 subunit I
P001_WG06_00096	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WG06_00097	tRNA	72				tRNA-Arg(tct)
P001_WG06_00098	tRNA	88				tRNA-Ser(gct)
P001_WG06_00099	CDS	156				hypothetical protein
P001_WG06_00100	CDS	180	psbI			Photosystem II reaction center protein I
P001_WG06_00101	CDS	186	psbK			photosystem II protein K
P001_WG06_00102	tRNA	72				tRNA-Gln(ttg)
P001_WG06_00103	CDS	1590	matK			maturase K
P001_WG06_00104	CDS	1062	psbA			photosystem II protein D1
P001_WG06_00105	tRNA	75				tRNA-His(gtg)
P001_WG06_00106	CDS	825	rpl2			ribosomal protein L2
P001_WG06_00107	CDS	282	rpl23			ribosomal protein L23
P001_WG06_00108	tRNA	75				tRNA-Met(cat)
P001_WG06_00109	CDS	6813				hypothetical protein
P001_WG06_00110	CDS	279				hypothetical protein
P001_WG06_00111	tRNA	83				tRNA-Leu(caa)
P001_WG06_00112	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WG06_00113	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WG06_00114	CDS	468	rps7			ribosomal protein S7
P001_WG06_00115	CDS	138				hypothetical protein
P001_WG06_00116	tRNA	72				tRNA-Val(gac)
P001_WG06_00117	rRNA	1487				16S ribosomal RNA
P001_WG06_00118	CDS	249				hypothetical protein
P001_WG06_00119	CDS	195				hypothetical protein
P001_WG06_00120	CDS	105				hypothetical protein
P001_WG06_00121	CDS	279				hypothetical protein
P001_WG06_00122	rRNA	3011				23S ribosomal RNA
P001_WG06_00123	tRNA	75				tRNA-Arg(acg)
P001_WG06_00124	tRNA	74				tRNA-Asn(gtt)
P001_WG06_00125	CDS	216				hypothetical protein
P001_WG06_00126	CDS	123				hypothetical protein
P001_WG06_00127	CDS	219	petB_2			Cytochrome b6
P001_WG06_00128	CDS	390	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
