locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD10_00097	CDS	174				hypothetical protein
P003_WD10_00098	tRNA	77				tRNA-Asp(gtc)
P003_WD10_00099	CDS	105	psbM			photosystem II protein M
P003_WD10_00100	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WD10_00101	CDS	192				hypothetical protein
P003_WD10_00102	tRNA	72				tRNA-Cys(gca)
P003_WD10_00103	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WD10_00104	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WD10_00105	CDS	228				hypothetical protein
P003_WD10_00106	CDS	1434	rpoC1_2			RNA polymerase beta' subunit
P003_WD10_00107	CDS	4092	rpoC2			RNA polymerase beta'' subunit
P003_WD10_00108	CDS	300				hypothetical protein
P003_WD10_00109	CDS	711	rps2			ribosomal protein S2
P003_WD10_00110	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WD10_00111	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WD10_00112	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WD10_00113	CDS	342				hypothetical protein
P003_WD10_00114	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WD10_00115	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WD10_00116	tRNA	72				tRNA-Arg(tct)
P003_WD10_00117	CDS	153				hypothetical protein
P003_WD10_00118	CDS	123				hypothetical protein
P003_WD10_00119	tRNA	88				tRNA-Ser(gct)
P003_WD10_00120	CDS	189	psbK			photosystem II protein K
P003_WD10_00121	CDS	234				hypothetical protein
P003_WD10_00122	tRNA	72				tRNA-Gln(ttg)
P003_WD10_00123	CDS	120				hypothetical protein
P003_WD10_00124	CDS	1512	matK			maturase K
P003_WD10_00125	CDS	1062	psbA			photosystem II protein D1
P003_WD10_00126	tRNA	75				tRNA-His(gtg)
