locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG10_00097	tRNA	90				tRNA-Ser(gct)
P002_WG10_00098	CDS	162	psbI			Photosystem II reaction center protein I
P002_WG10_00099	CDS	186	psbK			photosystem II protein K
P002_WG10_00100	tRNA	72				tRNA-Gln(ttg)
P002_WG10_00101	CDS	159				hypothetical protein
P002_WG10_00102	CDS	192				hypothetical protein
P002_WG10_00103	CDS	1518	matK			maturase K
P002_WG10_00104	CDS	1062	psbA			photosystem II protein D1
P002_WG10_00105	tRNA	75				tRNA-His(gtg)
P002_WG10_00106	rRNA	1580				23S ribosomal RNA (partial)
P002_WG10_00107	rRNA	110				5S ribosomal RNA
P002_WG10_00108	CDS	3849				hypothetical protein
P002_WG10_00109	CDS	279	rps15			ribosomal protein S15
P002_WG10_00110	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WG10_00111	CDS	570	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG10_00112	CDS	216				hypothetical protein
P002_WG10_00113	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG10_00114	CDS	477	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG10_00115	CDS	534	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG10_00116	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WG10_00117	CDS	246	psaC			photosystem I subunit VII
P002_WG10_00118	CDS	1515	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WG10_00119	CDS	2229	ndhF_1			NADH-plastoquinone oxidoreductase subunit 5
P002_WG10_00120	tRNA	80				tRNA-Leu(tag)
P002_WG10_00121	CDS	957	ccsA_1			cytochrome c heme attachment protein
P002_WG10_00122	CDS	957	ccsA_2			cytochrome c heme attachment protein
P002_WG10_00123	tRNA	80				tRNA-Leu(tag)
P002_WG10_00124	CDS	2229	ndhF_2			NADH-plastoquinone oxidoreductase subunit 5
P002_WG10_00125	rRNA	924				16S ribosomal RNA (partial)
P002_WG10_00126	tRNA	77				tRNA-Ile(gat)
P002_WG10_00127	tRNA	76				tRNA-Ala(tgc)
P002_WG10_00128	rRNA	949				23S ribosomal RNA (partial)
