locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD05_00050	CDS	111	psaI			photosystem I subunit VIII
P003_WD05_00051	CDS	168				hypothetical protein
P003_WD05_00052	CDS	1449	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WD05_00053	CDS	129				hypothetical protein
P003_WD05_00054	CDS	1449	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WD05_00055	CDS	1632	atpB			ATP synthase CF1 beta subunit
P003_WD05_00056	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WD05_00057	tRNA	73				tRNA-Met(cat)
P003_WD05_00058	tRNA	92				tRNA-Ile(aat)
P003_WD05_00059	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WD05_00060	CDS	753	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WD05_00061	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WD05_00062	CDS	252				hypothetical protein
P003_WD05_00063	tRNA	74				tRNA-Phe(gaa)
P003_WD05_00064	tRNA	73				tRNA-Phe(gaa)
P003_WD05_00065	CDS	276				hypothetical protein
P003_WD05_00066	tRNA	75				tRNA-Thr(tgt)
P003_WD05_00067	CDS	606	rps4			ribosomal protein S4
P003_WD05_00068	tRNA	89				tRNA-Ser(gga)
P003_WD05_00069	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WD05_00070	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WD05_00071	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WD05_00072	CDS	303	rps14			ribosomal protein S14
P003_WD05_00073	tRNA	74				tRNA-Met(cat)
P003_WD05_00074	tRNA	71				tRNA-Gly(gcc)
P003_WD05_00075	CDS	249				hypothetical protein
P003_WD05_00076	CDS	417				hypothetical protein
P003_WD05_00077	tRNA	89				tRNA-Ser(tga)
P003_WD05_00078	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WD05_00079	CDS	1062	psbD			photosystem II protein D2
P003_WD05_00080	CDS	240				hypothetical protein
P003_WD05_00081	tRNA	72				tRNA-Thr(ggt)
P003_WD05_00082	CDS	162				hypothetical protein
P003_WD05_00083	tRNA	75				tRNA-Glu(ttc)
P003_WD05_00084	tRNA	86				tRNA-Tyr(gta)
P003_WD05_00085	tRNA	78				tRNA-Asp(gtc)
P003_WD05_00086	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WD05_00087	tRNA	72				tRNA-Cys(gca)
P003_WD05_00088	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WD05_00089	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P003_WD05_00090	CDS	1428	rpoC1_2			RNA polymerase beta' subunit
P003_WD05_00091	CDS	4158	rpoC2			RNA polymerase beta'' subunit
P003_WD05_00092	CDS	711	rps2			ribosomal protein S2
P003_WD05_00093	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WD05_00094	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WD05_00095	CDS	375				hypothetical protein
P003_WD05_00096	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WD05_00097	CDS	183				hypothetical protein
P003_WD05_00098	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WD05_00099	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WD05_00100	tRNA	72				tRNA-Arg(tct)
P003_WD05_00101	CDS	126				hypothetical protein
P003_WD05_00102	CDS	159				hypothetical protein
P003_WD05_00103	tRNA	88				tRNA-Ser(gct)
P003_WD05_00104	CDS	186	psbK			photosystem II protein K
P003_WD05_00105	tRNA	72				tRNA-Gln(ttg)
P003_WD05_00106	CDS	273				hypothetical protein
P003_WD05_00107	CDS	1527	matK			maturase K
P003_WD05_00108	CDS	1062	psbA			photosystem II protein D1
P003_WD05_00109	tRNA	74				tRNA-His(gtg)
P003_WD05_00110	CDS	498	rpl2_1			ribosomal protein L2
P003_WD05_00111	CDS	117				hypothetical protein
P003_WD05_00112	CDS	339	rpl2_2			ribosomal protein L2
P003_WD05_00113	CDS	279	rpl23			ribosomal protein L23
P003_WD05_00114	tRNA	74				tRNA-Met(cat)
P003_WD05_00115	CDS	6855				hypothetical protein
P003_WD05_00116	CDS	285				hypothetical protein
P003_WD05_00117	tRNA	83				tRNA-Leu(caa)
P003_WD05_00118	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WD05_00119	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WD05_00120	CDS	468	rps7			ribosomal protein S7
P003_WD05_00121	CDS	639				hypothetical protein
P003_WD05_00122	tRNA	72				tRNA-Val(gac)
P003_WD05_00123	rRNA	1487				16S ribosomal RNA
P003_WD05_00124	CDS	267				hypothetical protein
P003_WD05_00125	CDS	105				hypothetical protein
P003_WD05_00126	rRNA	3000				23S ribosomal RNA
P003_WD05_00127	tRNA	75				tRNA-Arg(acg)
P003_WD05_00128	tRNA	74				tRNA-Asn(gtt)
