locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG12_00072	CDS	408	rpl22			ribosomal protein L22
P003_WG12_00073	CDS	489				hypothetical protein
P003_WG12_00074	CDS	165	rps14			ribosomal protein S14
P003_WG12_00075	CDS	657				hypothetical protein
P003_WG12_00076	CDS	171	rps19			ribosomal protein S19
P003_WG12_00077	CDS	111	psaI			photosystem I subunit VIII
P003_WG12_00078	CDS	558	ycf4			photosystem I assembly protein Ycf4
P003_WG12_00079	CDS	690	cemA			envelope membrane protein
P003_WG12_00080	CDS	144				hypothetical protein
P003_WG12_00081	CDS	969	petA			cytochrome f
P003_WG12_00082	CDS	123	psbJ			photosystem II protein J
P003_WG12_00083	CDS	153	psbF			Cytochrome b559 subunit beta
P003_WG12_00084	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WG12_00085	CDS	195				hypothetical protein
P003_WG12_00086	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WG12_00087	tRNA	74				tRNA-Trp(cca)
P003_WG12_00088	tRNA	76				tRNA-Pro(tgg)
P003_WG12_00089	CDS	249				hypothetical protein
P003_WG12_00090	CDS	207	rpl33			ribosomal protein L33
P003_WG12_00091	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WG12_00092	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WG12_00093	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WG12_00094	CDS	153				hypothetical protein
P003_WG12_00095	CDS	594	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WG12_00096	CDS	1203	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WG12_00097	CDS	264	rps15			ribosomal protein S15
P003_WG12_00098	CDS	657	accD_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WG12_00099	CDS	780				hypothetical protein
P003_WG12_00100	tRNA	74				tRNA-Asn(gtt)
P003_WG12_00101	tRNA	75				tRNA-Arg(acg)
P003_WG12_00102	CDS	222				hypothetical protein
P003_WG12_00103	CDS	465	rpoC1_3	2.7.7.6		DNA-directed RNA polymerase subunit gamma
P003_WG12_00104	CDS	150				hypothetical protein
P003_WG12_00105	CDS	678	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WG12_00106	CDS	654	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P003_WG12_00107	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WG12_00108	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WG12_00109	CDS	174				hypothetical protein
P003_WG12_00110	CDS	324	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WG12_00111	CDS	1530	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WG12_00112	CDS	222	psbH			photosystem II phosphoprotein
P003_WG12_00113	CDS	573	petB			cytochrome b6
P003_WG12_00114	CDS	558	petD			cytochrome b6/f complex subunit IV
P003_WG12_00115	CDS	270				hypothetical protein
P003_WG12_00116	CDS	384	rplT			50S ribosomal protein L20
P003_WG12_00117	CDS	222	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P003_WG12_00118	CDS	144				hypothetical protein
P003_WG12_00119	tRNA	74				tRNA-Gln(ttg)
P003_WG12_00120	CDS	609	rps4_2			ribosomal protein S4
P003_WG12_00121	CDS	417	rpoA_2			RNA polymerase alpha subunit
P003_WG12_00122	CDS	168				hypothetical protein
P003_WG12_00123	CDS	2214	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WG12_00124	CDS	195	rpl32			ribosomal protein L32
P003_WG12_00125	tRNA	81				tRNA-Leu(tag)
P003_WG12_00126	CDS	951	ccsA			cytochrome c heme attachment protein
P003_WG12_00127	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WG12_00128	CDS	246	psaC			photosystem I subunit VII
P003_WG12_00129	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WG12_00130	CDS	225				hypothetical protein
P003_WG12_00131	CDS	633	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WG12_00132	CDS	282				hypothetical protein
P003_WG12_00133	CDS	447				hypothetical protein
P003_WG12_00134	CDS	243				hypothetical protein
P003_WG12_00135	CDS	333				hypothetical protein
P003_WG12_00136	tRNA	75				tRNA-Met(cat)
P003_WG12_00137	CDS	402	rpl2_1			ribosomal protein L2
P003_WG12_00138	CDS	96				hypothetical protein
P003_WG12_00139	CDS	426	rpl2_2			ribosomal protein L2
P003_WG12_00140	tRNA	75				tRNA-His(gtg)
P003_WG12_00141	CDS	216				hypothetical protein
P003_WG12_00142	tRNA	89				tRNA-Ser(gct)
P003_WG12_00143	CDS	111	psbI			Photosystem II reaction center protein I
P003_WG12_00144	CDS	150				hypothetical protein
P003_WG12_00145	CDS	186	psbK			photosystem II protein K
P003_WG12_00146	CDS	189				hypothetical protein
P003_WG12_00147	CDS	519				hypothetical protein
P003_WG12_00148	rRNA	1293				23S ribosomal RNA (partial)
P003_WG12_00149	CDS	171				hypothetical protein
P003_WG12_00150	CDS	1062	psbA			photosystem II protein D1
P003_WG12_00151	CDS	1560	matK			maturase K
P003_WG12_00152	CDS	525				hypothetical protein
P003_WG12_00153	CDS	237				hypothetical protein
P003_WG12_00154	CDS	687	clpP_4	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
