locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD06_00034	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WD06_00035	CDS	216				hypothetical protein
P002_WD06_00036	CDS	147				hypothetical protein
P002_WD06_00037	CDS	381	atpF_2			ATP synthase CF0 subunit I
P002_WD06_00038	CDS	1518	atpA			ATP synthase CF1 alpha subunit
P002_WD06_00039	tRNA	72				tRNA-Arg(tct)
P002_WD06_00040	tRNA	92				tRNA-Met(cat)
P002_WD06_00041	CDS	312	rps14			ribosomal protein S14
P002_WD06_00042	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD06_00043	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD06_00044	CDS	249	ycf3_1			hypothetical chloroplast RF34
P002_WD06_00045	CDS	135	ycf3_2			hypothetical chloroplast RF34
P002_WD06_00046	CDS	126				hypothetical protein
P002_WD06_00047	tRNA	87				tRNA-Ser(gga)
P002_WD06_00048	CDS	606	rps4			ribosomal protein S4
P002_WD06_00049	tRNA	75				tRNA-Thr(tgt)
P002_WD06_00050	CDS	165				hypothetical protein
P002_WD06_00051	CDS	111				hypothetical protein
P002_WD06_00052	tRNA	73				tRNA-Phe(gaa)
P002_WD06_00053	CDS	171				hypothetical protein
P002_WD06_00054	CDS	567	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD06_00055	CDS	738	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD06_00056	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD06_00057	tRNA	75				tRNA-Met(cat)
P002_WD06_00058	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P002_WD06_00059	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WD06_00060	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD06_00061	CDS	450				hypothetical protein
P002_WD06_00062	CDS	720	rps3			ribosomal protein S3
P002_WD06_00063	CDS	162				hypothetical protein
P002_WD06_00064	CDS	363	rpl16			ribosomal protein L16
P002_WD06_00065	CDS	372	rpl14			ribosomal protein L14
P002_WD06_00066	CDS	411	rps8			ribosomal protein S8
P002_WD06_00067	CDS	324	infA			Translation initiation factor IF-1
P002_WD06_00068	CDS	432	rps11			ribosomal protein S11
P002_WD06_00069	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WD06_00070	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WD06_00071	CDS	699	petB			cytochrome b6
P002_WD06_00072	CDS	180				hypothetical protein
P002_WD06_00073	CDS	357	psbH			Photosystem II reaction center protein H
P002_WD06_00074	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WD06_00075	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WD06_00076	CDS	150				hypothetical protein
P002_WD06_00077	CDS	360	rpl20			ribosomal protein L20
P002_WD06_00078	CDS	510				hypothetical protein
P002_WD06_00079	CDS	129	psaJ			photosystem I subunit IX
P002_WD06_00080	tRNA	76				tRNA-Pro(tgg)
P002_WD06_00081	tRNA	74				tRNA-Trp(cca)
P002_WD06_00082	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WD06_00083	CDS	96	petL			cytochrome b6/f complex subunit VI
P002_WD06_00084	CDS	123				hypothetical protein
P002_WD06_00085	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WD06_00086	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WD06_00087	CDS	123	psbJ			photosystem II protein J
P002_WD06_00088	CDS	285				hypothetical protein
P002_WD06_00089	CDS	924	petA			cytochrome f
P002_WD06_00090	CDS	693	cemA			envelope membrane protein
P002_WD06_00091	CDS	657	ycf4			photosystem I assembly protein Ycf4
P002_WD06_00092	CDS	216				hypothetical protein
P002_WD06_00093	CDS	1140	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P002_WD06_00094	CDS	564	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WD06_00095	CDS	426	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WD06_00096	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WD06_00097	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WD06_00098	CDS	252				hypothetical protein
P002_WD06_00099	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD06_00100	CDS	246	psaC			photosystem I subunit VII
P002_WD06_00101	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WD06_00102	CDS	960	ccsA			cytochrome c heme attachment protein
P002_WD06_00103	tRNA	80				tRNA-Leu(tag)
P002_WD06_00104	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WD06_00105	CDS	135	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P002_WD06_00106	tRNA	75				tRNA-Met(cat)
P002_WD06_00107	CDS	303				hypothetical protein
P002_WD06_00108	CDS	291				hypothetical protein
P002_WD06_00109	CDS	279				hypothetical protein
P002_WD06_00110	CDS	396				hypothetical protein
P002_WD06_00111	tRNA	83				tRNA-Leu(caa)
P002_WD06_00112	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WD06_00113	CDS	120				hypothetical protein
P002_WD06_00114	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WD06_00115	CDS	471	rps7			ribosomal protein S7
P002_WD06_00116	CDS	159				hypothetical protein
P002_WD06_00117	tRNA	72				tRNA-Val(gac)
P002_WD06_00118	rRNA	1487				16S ribosomal RNA
P002_WD06_00119	CDS	225				hypothetical protein
P002_WD06_00120	CDS	279				hypothetical protein
P002_WD06_00121	rRNA	3076				23S ribosomal RNA
P002_WD06_00122	tRNA	75				tRNA-Arg(acg)
P002_WD06_00123	tRNA	74				tRNA-Asn(gtt)
P002_WD06_00124	CDS	273	rps15			ribosomal protein S15
P002_WD06_00125	CDS	282	rps19			ribosomal protein S19
P002_WD06_00126	tRNA	75				tRNA-His(gtg)
P002_WD06_00127	CDS	426	rpl2_1			ribosomal protein L2
P002_WD06_00128	CDS	339	rpl2_2			ribosomal protein L2
P002_WD06_00129	CDS	234	rpl23			ribosomal protein L23
