locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG08_00045	CDS	528				hypothetical protein
P002_WG08_00046	CDS	183				hypothetical protein
P002_WG08_00047	CDS	399				hypothetical protein
P002_WG08_00048	CDS	1560	matK			maturase K
P002_WG08_00049	CDS	1062	psbA			photosystem II protein D1
P002_WG08_00050	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG08_00051	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG08_00052	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG08_00053	CDS	594	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG08_00054	CDS	1203	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P002_WG08_00055	CDS	264	rps15			ribosomal protein S15
P002_WG08_00056	CDS	183				hypothetical protein
P002_WG08_00057	CDS	243				hypothetical protein
P002_WG08_00058	CDS	213				hypothetical protein
P002_WG08_00059	CDS	777				hypothetical protein
P002_WG08_00060	CDS	600				hypothetical protein
P002_WG08_00061	CDS	828	rpoA_1			RNA polymerase alpha subunit
P002_WG08_00062	CDS	117	psaJ			photosystem I subunit IX
P002_WG08_00063	CDS	240	atpB_1			ATP synthase subunit a
P002_WG08_00064	tRNA	75				tRNA-Arg(acg)
P002_WG08_00065	rRNA	3020				23S ribosomal RNA
P002_WG08_00066	CDS	222				hypothetical protein
P002_WG08_00067	CDS	240				hypothetical protein
P002_WG08_00068	rRNA	1502				16S ribosomal RNA
P002_WG08_00069	tRNA	72				tRNA-Val(gac)
P002_WG08_00070	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG08_00071	CDS	180				hypothetical protein
P002_WG08_00072	CDS	1467	atpB_2			ATP synthase CF1 beta subunit
P002_WG08_00073	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WG08_00074	tRNA	74				tRNA-Met(cat)
P002_WG08_00075	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG08_00076	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG08_00077	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG08_00078	tRNA	73				tRNA-Phe(gaa)
P002_WG08_00079	CDS	195				hypothetical protein
P002_WG08_00080	CDS	117				hypothetical protein
P002_WG08_00081	tRNA	75				tRNA-Thr(tgt)
P002_WG08_00082	CDS	264				hypothetical protein
P002_WG08_00083	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WG08_00084	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG08_00085	CDS	282	atpF_1			ATP synthase subunit b
P002_WG08_00086	CDS	267				hypothetical protein
P002_WG08_00087	CDS	264	atpF_2			ATP synthase CF0 subunit I
P002_WG08_00088	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WG08_00089	tRNA	72				tRNA-Arg(tct)
P002_WG08_00090	tRNA	89				tRNA-Ser(gct)
P002_WG08_00091	CDS	111	psbI			Photosystem II reaction center protein I
P002_WG08_00092	CDS	186	psbK			photosystem II protein K
P002_WG08_00093	CDS	243				hypothetical protein
P002_WG08_00094	CDS	216				hypothetical protein
P002_WG08_00095	tRNA	75				tRNA-His(gtg)
P002_WG08_00096	CDS	483	rpl2_1			ribosomal protein L2
P002_WG08_00097	CDS	339	rpl2_2			ribosomal protein L2
P002_WG08_00098	CDS	105				hypothetical protein
P002_WG08_00099	CDS	225				hypothetical protein
P002_WG08_00100	tRNA	76				tRNA-Pro(tgg)
P002_WG08_00101	tRNA	74				tRNA-Trp(cca)
P002_WG08_00102	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WG08_00103	CDS	510	petB_1			Cytochrome b6
P002_WG08_00104	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG08_00105	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WG08_00106	CDS	117	psbL			photosystem II protein L
P002_WG08_00107	CDS	123	psbJ			photosystem II protein J
P002_WG08_00108	CDS	969	petA			cytochrome f
P002_WG08_00109	CDS	690	cemA			envelope membrane protein
P002_WG08_00110	CDS	558	ycf4			photosystem I assembly protein Ycf4
P002_WG08_00111	CDS	111	psaI			photosystem I subunit VIII
P002_WG08_00112	CDS	156				hypothetical protein
P002_WG08_00113	CDS	603	rps4			ribosomal protein S4
P002_WG08_00114	tRNA	74				tRNA-Gln(ttg)
P002_WG08_00115	CDS	141				hypothetical protein
P002_WG08_00116	CDS	198				hypothetical protein
P002_WG08_00117	tRNA	72				tRNA-Arg(tct)
P002_WG08_00118	CDS	315	clpP2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
P002_WG08_00119	CDS	1527	psbB_1			photosystem II CP47 chlorophyll apoprotein
P002_WG08_00120	CDS	222	psbH			photosystem II phosphoprotein
P002_WG08_00121	CDS	489	petB_2			cytochrome b6
P002_WG08_00122	CDS	558	petD			cytochrome b6/f complex subunit IV
P002_WG08_00123	CDS	1005	rpoA_2	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P002_WG08_00124	CDS	438	rps11			ribosomal protein S11
P002_WG08_00125	CDS	156				hypothetical protein
P002_WG08_00126	tRNA	83				tRNA-Leu(caa)
P002_WG08_00127	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WG08_00128	CDS	294				hypothetical protein
P002_WG08_00129	CDS	876	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WG08_00130	CDS	513	rps7			ribosomal protein S7
P002_WG08_00131	CDS	348				hypothetical protein
P002_WG08_00132	CDS	408				hypothetical protein
P002_WG08_00133	CDS	171				hypothetical protein
P002_WG08_00134	CDS	441				hypothetical protein
P002_WG08_00135	CDS	273				hypothetical protein
P002_WG08_00136	CDS	96	psbB_2			Photosystem II CP47 reaction center protein
P002_WG08_00137	tRNA	75				tRNA-Met(cat)
P002_WG08_00138	CDS	648				hypothetical protein
P002_WG08_00139	CDS	177				hypothetical protein
P002_WG08_00140	CDS	237				hypothetical protein
P002_WG08_00141	CDS	2205	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WG08_00142	CDS	216	rpl32			ribosomal protein L32
P002_WG08_00143	tRNA	81				tRNA-Leu(tag)
P002_WG08_00144	CDS	951	ccsA			cytochrome c heme attachment protein
P002_WG08_00145	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WG08_00146	CDS	246	psaC			photosystem I subunit VII
P002_WG08_00147	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
