locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG05_00060	CDS	171				hypothetical protein
P001_WG05_00061	CDS	468	rps7			ribosomal protein S7
P001_WG05_00062	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WG05_00063	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WG05_00064	CDS	168				hypothetical protein
P001_WG05_00065	tRNA	83				tRNA-Leu(caa)
P001_WG05_00066	CDS	216				hypothetical protein
P001_WG05_00067	CDS	234				hypothetical protein
P001_WG05_00068	CDS	6801				hypothetical protein
P001_WG05_00069	tRNA	75				tRNA-Met(cat)
P001_WG05_00070	CDS	978	rpl2			ribosomal protein L2
P001_WG05_00071	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WG05_00072	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WG05_00073	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG05_00074	CDS	747	atpI			ATP synthase CF0 subunit IV
P001_WG05_00075	CDS	711	rps2			ribosomal protein S2
P001_WG05_00076	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P001_WG05_00077	CDS	1428	rpoC1_1			RNA polymerase beta' subunit
P001_WG05_00078	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WG05_00079	CDS	3213	rpoB			RNA polymerase beta subunit
P001_WG05_00080	tRNA	72				tRNA-Cys(gca)
P001_WG05_00081	tRNA	77				tRNA-Asp(gtc)
P001_WG05_00082	tRNA	86				tRNA-Tyr(gta)
P001_WG05_00083	tRNA	75				tRNA-Glu(ttc)
P001_WG05_00084	tRNA	74				tRNA-Thr(ggt)
P001_WG05_00085	CDS	1062	psbD			photosystem II protein D2
P001_WG05_00086	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WG05_00087	tRNA	93				tRNA-Ser(tga)
P001_WG05_00088	CDS	189	psbZ			photosystem II protein Z
P001_WG05_00089	tRNA	72				tRNA-Gly(gcc)
P001_WG05_00090	tRNA	74				tRNA-Met(cat)
P001_WG05_00091	CDS	303	rps14			ribosomal protein S14
P001_WG05_00092	CDS	1644	psaB			photosystem I P700 apoprotein A2
P001_WG05_00093	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WG05_00094	CDS	249	ycf3_1			hypothetical chloroplast RF34
P001_WG05_00095	CDS	135	ycf3_2			hypothetical chloroplast RF34
P001_WG05_00096	tRNA	87				tRNA-Ser(gga)
P001_WG05_00097	CDS	606	rps4			ribosomal protein S4
P001_WG05_00098	tRNA	75				tRNA-Thr(tgt)
P001_WG05_00099	tRNA	74				tRNA-Phe(gaa)
P001_WG05_00100	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WG05_00101	CDS	684	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WG05_00102	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WG05_00103	tRNA	73				tRNA-Met(cat)
P001_WG05_00104	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WG05_00105	CDS	1473	atpB			ATP synthase CF1 beta subunit
P001_WG05_00106	CDS	204				hypothetical protein
