locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD12_00055	CDS	1467	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WD12_00056	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD12_00057	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WD12_00058	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WD12_00059	tRNA	73				tRNA-Met(cat)
P002_WD12_00060	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD12_00061	CDS	741	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD12_00062	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD12_00063	tRNA	74				tRNA-Phe(gaa)
P002_WD12_00064	tRNA	75				tRNA-Thr(tgt)
P002_WD12_00065	CDS	597	rps4			ribosomal protein S4
P002_WD12_00066	tRNA	87				tRNA-Ser(gga)
P002_WD12_00067	CDS	150				hypothetical protein
P002_WD12_00068	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WD12_00069	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD12_00070	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD12_00071	CDS	303	rps14			ribosomal protein S14
P002_WD12_00072	tRNA	76				tRNA-Met(cat)
P002_WD12_00073	tRNA	72				tRNA-Gly(gcc)
P002_WD12_00074	CDS	189	psbZ			photosystem II protein Z
P002_WD12_00075	tRNA	88				tRNA-Ser(tga)
P002_WD12_00076	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WD12_00077	CDS	1062	psbD			photosystem II protein D2
P002_WD12_00078	tRNA	74				tRNA-Thr(ggt)
P002_WD12_00079	tRNA	75				tRNA-Glu(ttc)
P002_WD12_00080	tRNA	86				tRNA-Tyr(gta)
P002_WD12_00081	tRNA	77				tRNA-Asp(gtc)
P002_WD12_00082	CDS	105	psbM			photosystem II protein M
P002_WD12_00083	CDS	189				hypothetical protein
P002_WD12_00084	tRNA	72				tRNA-Cys(gca)
P002_WD12_00085	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WD12_00086	CDS	435	rpoC1_1			RNA polymerase beta' subunit
P002_WD12_00087	CDS	183				hypothetical protein
P002_WD12_00088	CDS	273				hypothetical protein
P002_WD12_00089	CDS	1416	rpoC1_2			RNA polymerase beta' subunit
P002_WD12_00090	CDS	4113	rpoC2			RNA polymerase beta'' subunit
P002_WD12_00091	CDS	711	rps2			ribosomal protein S2
P002_WD12_00092	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WD12_00093	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WD12_00094	CDS	225				hypothetical protein
P002_WD12_00095	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WD12_00096	CDS	141				hypothetical protein
P002_WD12_00097	CDS	333				hypothetical protein
P002_WD12_00098	CDS	375	atpF_2			ATP synthase CF0 subunit I
P002_WD12_00099	CDS	1518	atpA			ATP synthase CF1 alpha subunit
P002_WD12_00100	tRNA	72				tRNA-Arg(tct)
P002_WD12_00101	CDS	120				hypothetical protein
P002_WD12_00102	tRNA	88				tRNA-Ser(gct)
P002_WD12_00103	CDS	162	psbI			Photosystem II reaction center protein I
P002_WD12_00104	CDS	186	psbK			photosystem II protein K
P002_WD12_00105	tRNA	72				tRNA-Gln(ttg)
P002_WD12_00106	CDS	1527	matK			maturase K
P002_WD12_00107	CDS	1062	psbA			photosystem II protein D1
P002_WD12_00108	tRNA	75				tRNA-His(gtg)
P002_WD12_00109	CDS	246	rps15			ribosomal protein S15
P002_WD12_00110	CDS	1209	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WD12_00111	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WD12_00112	CDS	486	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WD12_00113	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WD12_00114	CDS	534	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WD12_00115	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD12_00116	CDS	246	psaC			photosystem I subunit VII
P002_WD12_00117	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WD12_00118	CDS	966	ccsA			cytochrome c heme attachment protein
P002_WD12_00119	tRNA	81				tRNA-Leu(tag)
P002_WD12_00120	CDS	2244	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WD12_00121	rRNA	913				16S ribosomal RNA (partial)
P002_WD12_00122	tRNA	74				tRNA-Trp(cca)
