locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG05_00045	CDS	147				hypothetical protein
P003_WG05_00046	tRNA	75				tRNA-Thr(tgt)
P003_WG05_00047	CDS	606	rps4			ribosomal protein S4
P003_WG05_00048	tRNA	89				tRNA-Ser(gga)
P003_WG05_00049	CDS	135	ycf3_1			hypothetical chloroplast RF34
P003_WG05_00050	CDS	249	ycf3_2			hypothetical chloroplast RF34
P003_WG05_00051	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WG05_00052	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WG05_00053	CDS	180				hypothetical protein
P003_WG05_00054	tRNA	74				tRNA-Met(cat)
P003_WG05_00055	tRNA	72				tRNA-Gly(gcc)
P003_WG05_00056	CDS	189	psbZ			photosystem II protein Z
P003_WG05_00057	CDS	126				hypothetical protein
P003_WG05_00058	tRNA	83				tRNA-Ser(tga)
P003_WG05_00059	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WG05_00060	CDS	1062	psbD			photosystem II protein D2
P003_WG05_00061	tRNA	72				tRNA-Arg(tct)
P003_WG05_00062	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P003_WG05_00063	CDS	348	atpF_1			ATP synthase CF0 subunit I
P003_WG05_00064	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WG05_00065	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WG05_00066	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WG05_00067	CDS	723	rps2			ribosomal protein S2
P003_WG05_00068	CDS	4140	rpoC2			RNA polymerase beta'' subunit
P003_WG05_00069	CDS	1491	rpoC1_1			RNA polymerase beta' subunit
P003_WG05_00070	CDS	132				hypothetical protein
P003_WG05_00071	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P003_WG05_00072	CDS	3183	rpoB			RNA polymerase beta subunit
P003_WG05_00073	tRNA	72				tRNA-Glu(ttc)
P003_WG05_00074	tRNA	87				tRNA-Tyr(gta)
P003_WG05_00075	tRNA	77				tRNA-Asp(gtc)
P003_WG05_00076	CDS	159	psbM			Photosystem II reaction center protein M
P003_WG05_00077	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WG05_00078	tRNA	72				tRNA-Cys(gca)
P003_WG05_00079	tRNA	88				tRNA-Ser(gct)
P003_WG05_00080	CDS	111	psbI			Photosystem II reaction center protein I
P003_WG05_00081	CDS	189	psbK			photosystem II protein K
P003_WG05_00082	tRNA	72				tRNA-Gln(ttg)
P003_WG05_00083	CDS	231				hypothetical protein
P003_WG05_00084	CDS	189				hypothetical protein
P003_WG05_00085	CDS	186				hypothetical protein
P003_WG05_00086	CDS	1512	matK			maturase K
P003_WG05_00087	CDS	1062	psbA			photosystem II protein D1
P003_WG05_00088	tRNA	75				tRNA-His(gtg)
P003_WG05_00089	CDS	603				hypothetical protein
P003_WG05_00090	CDS	402	rpl2			ribosomal protein L2
P003_WG05_00091	CDS	282	rpl23			ribosomal protein L23
P003_WG05_00092	tRNA	75				tRNA-Met(cat)
P003_WG05_00093	CDS	6306				hypothetical protein
P003_WG05_00094	CDS	201				hypothetical protein
P003_WG05_00095	CDS	159				hypothetical protein
P003_WG05_00096	tRNA	83				tRNA-Leu(caa)
P003_WG05_00097	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WG05_00098	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WG05_00099	CDS	468	rps7			ribosomal protein S7
P003_WG05_00100	CDS	120				hypothetical protein
P003_WG05_00101	CDS	393				hypothetical protein
P003_WG05_00102	tRNA	72				tRNA-Val(gac)
P003_WG05_00103	rRNA	1487				16S ribosomal RNA
P003_WG05_00104	CDS	228				hypothetical protein
P003_WG05_00105	CDS	216				hypothetical protein
P003_WG05_00106	CDS	249				hypothetical protein
P003_WG05_00107	rRNA	3011				23S ribosomal RNA
P003_WG05_00108	tRNA	75				tRNA-Arg(acg)
P003_WG05_00109	tRNA	74				tRNA-Asn(gtt)
P003_WG05_00110	CDS	96				hypothetical protein
P003_WG05_00111	CDS	4710				hypothetical protein
P003_WG05_00112	CDS	279	rps15			ribosomal protein S15
P003_WG05_00113	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WG05_00114	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WG05_00115	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WG05_00116	CDS	561	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WG05_00117	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WG05_00118	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WG05_00119	CDS	246	psaC			photosystem I subunit VII
P003_WG05_00120	CDS	1569	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WG05_00121	CDS	969	ccsA			cytochrome c heme attachment protein
P003_WG05_00122	tRNA	80				tRNA-Leu(tag)
P003_WG05_00123	CDS	2226	ndhF			NADH-plastoquinone oxidoreductase subunit 5
